gene_id	colors
CACNA2D4	grey
CACNB1	grey
CACNB2	grey
CACNB3	grey
CACNB4	grey
CACNG8	grey
CACYBP	grey
CAD	grey
CADM1	grey
CADM2	grey
CADM4	grey
CAGE1	grey
CAHM	grey
CALB1	grey
CALCB	grey
CALCOCO1	grey
CALCOCO2	grey
CALCRL	grey
CALD1	grey
CALHM1	grey
CALHM2	blue
CALM1	grey
CALM2	grey
CALM3	grey
CALN1	grey
CALR	grey
CALR3	grey
CALU	grey
CALY	grey
CAMK1	grey
CAMK1D	grey
CAMK2B	grey
CAMK2D	grey
CAMK2G	grey
CAMK2N1	grey
CAMK2N2	grey
CAMK4	grey
CAMKK1	grey
CAMKK2	grey
CAMKMT	grey
CAMLG	grey
CAMSAP1	grey
CAMSAP2	grey
CAMSAP3	grey
CAMTA1	grey
CAMTA2	grey
CAND1	brown
CAND2	grey
CANT1	grey
CANX	grey
CAP1	grey
CAPG	grey
CAPN1	grey
CAPN10	grey
CAPN11	grey
CAPN12	grey
CAPN14	grey
CAPN2	grey
CAPN3	grey
CAPN5	grey
CAPN7	brown
CAPNS1	grey
CAPRIN1	grey
CAPRIN2	grey
CAPS	grey
CAPS2	grey
CAPSL	grey
CAPZA1	grey
CAPZA2	grey
CAPZB	grey
CARD10	grey
CARD11	grey
CARD14	grey
CARD16	grey
CARD17	grey
CARD6	grey
CARD8	grey
CARD9	grey
CARHSP1	grey
CARM1	grey
CARNS1	grey
CARS2	grey
CASC2	grey
CASC3	grey
CASD1	grey
CASK	grey
CASKIN2	grey
CASP1	turquoise
CASP10	grey
CASP12	grey
CASP14	grey
CASP2	turquoise
CASP3	grey
CASP4	grey
CASP5	grey
CASP6	turquoise
CASP7	grey
CASP8	grey
CASP8AP2	grey
CASP9	grey
CASQ1	grey
CASR	grey
CASS4	grey
CAST	grey
CASZ1	grey
CAT	grey
CATSPER1	grey
CATSPER2	grey
CATSPER2P1	grey
CATSPER3	grey
CATSPERB	grey
CATSPERD	grey
CATSPERG	grey
CAV1	grey
CAV2	grey
CBFA2T2	yellow
CBFA2T3	grey
CBFB	grey
CBL	grey
CBLB	grey
CBLC	grey
CBLL1	grey
CBLN3	grey
CBR1	grey
CBR3	grey
CBR3-AS1	grey
CBR4	grey
CBWD1	grey
CBWD2	grey
CBWD6	grey
CBX1	grey
CBX2	grey
CBX3	grey
CBX3P2	grey
CBX4	grey
CBX5	grey
CBX6	grey
CBX7	grey
CBX8	grey
CBY1	grey
CBY3	grey
CC2D1A	yellow
CC2D1B	grey
CC2D2A	grey
CC2D2B	grey
CCAR1	grey
CCBE1	grey
CCDC102A	grey
CCDC102B	grey
CCDC106	grey
CCDC107	grey
CCDC110	grey
CCDC112	grey
CCDC113	grey
CCDC115	grey
CCDC116	grey
CCDC117	grey
CCDC12	grey
CCDC120	grey
CCDC121	grey
CCDC122	grey
CCDC124	grey
CCDC125	grey
CCDC126	grey
CCDC127	grey
CCDC13	grey
CCDC134	grey
CCDC136	grey
CCDC137	grey
CCDC138	grey
CCDC14	grey
CCDC141	grey
CCDC142	grey
CCDC144A	grey
CCDC144B	grey
CCDC144NL	grey
CCDC146	grey
CCDC148	grey
CCDC15	grey
CCDC150	grey
CCDC152	grey
CCDC153	grey
CCDC154	grey
CCDC157	grey
CCDC159	grey
CCDC167	grey
CCDC168	grey
CCDC17	grey
CCDC18	grey
CCDC22	grey
CCDC24	grey
CCDC25	grey
CCDC28A	grey
CCDC28B	grey
CCDC30	grey
CCDC34	grey
CCDC38	grey
CCDC39	grey
CCDC40	grey
CCDC42	grey
CCDC43	grey
CCDC47	grey
CCDC50	grey
CCDC51	grey
CCDC57	grey
CCDC59	grey
CCDC6	grey
CCDC61	grey
CCDC62	grey
CCDC65	grey
CCDC66	grey
CCDC68	grey
CCDC69	grey
CCDC7	grey
CCDC71	grey
CCDC71L	grey
CCDC73	grey
CCDC74A	grey
CCDC77	grey
CCDC78	grey
CCDC80	grey
CCDC81	grey
CCDC82	grey
CCDC85B	grey
CCDC85C	grey
CCDC86	grey
CCDC87	grey
CCDC88A	grey
CCDC88B	yellow
CCDC88C	grey
CCDC89	grey
CCDC9	grey
CCDC90B	grey
CCDC91	grey
CCDC92	grey
CCDC93	grey
CCDC96	grey
CCDC97	grey
CCHCR1	grey
CCL2	grey
CCL20	grey
CCL22	grey
CCL25	grey
CCL28	grey
CCL5	grey
CCM2	grey
CCNA2	grey
CCNB1	grey
CCNB1IP1	grey
CCNB2	grey
CCNB3	grey
CCNC	grey
CCND1	grey
CCND2	grey
CCND3	grey
CCNDBP1	grey
CCNE1	grey
CCNE2	grey
CCNF	grey
CCNG1	grey
CCNG2	grey
CCNH	blue
CCNI	grey
CCNI2	grey
CCNJ	grey
CCNJL	grey
CCNK	grey
CCNL1	blue
CCNL2	grey
CCNO	grey
CCNT1	blue
CCNT2	blue
CCNY	grey
CCNYL1	grey
CCP110	grey
CCPG1	grey
CCR1	grey
CCR10	grey
CCR2	grey
CCR3	grey
CCR4	grey
CCR5	grey
CCR6	grey
CCR7	grey
CCR8	grey
CCR9	grey
CCRL2	grey
CCS	grey
CCT2	grey
CCT3	grey
CCT4	grey
CCT5	grey
CCT6A	grey
CCT6B	grey
CCT6P1	grey
CCT6P3	grey
CCT7	grey
CCT8	grey
CCZ1	grey
CCZ1B	grey
CD101	grey
CD109	grey
CD14	grey
CD151	grey
CD160	grey
CD163	grey
CD164	grey
CD180	grey
CD19	grey
CD1B	grey
CD1C	grey
CD1D	grey
CD1E	grey
CD2	turquoise
CD200	grey
CD200R1	turquoise
CD209	grey
CD22	grey
CD226	grey
CD24	grey
CD244	grey
CD247	grey
CD248	grey
CD27	grey
CD274	grey
CD28	grey
CD2AP	grey
CD2BP2	grey
CD300A	grey
CD300C	grey
CD300E	grey
CD300LB	grey
CD300LF	grey
CD320	grey
CD33	grey
CD36	grey
CD37	grey
CD38	grey
CD3D	turquoise
CD3E	grey
CD3G	grey
CD4	grey
CD40	grey
CD40LG	grey
CD44	grey
CD46	grey
CD47	grey
CD48	grey
CD5	grey
CD52	grey
CD53	turquoise
CD55	blue
CD58	turquoise
CD59	grey
CD6	grey
CD63	grey
CD68	grey
CD69	blue
CD7	grey
CD70	grey
CD72	grey
CD74	grey
CD79A	grey
CD79B	grey
CD80	grey
CD81	grey
CD82	grey
CD83	turquoise
CD84	grey
CD86	grey
CD8A	grey
CD8B	grey
CD9	grey
CD93	grey
CD96	grey
CD99L2	grey
CDA	grey
CDADC1	grey
CDAN1	grey
CDC123	grey
CDC14A	grey
CDC14B	grey
CDC14C	grey
CDC16	grey
CDC20	grey
CDC23	grey
CDC25A	grey
CDC25B	grey
CDC25C	grey
CDC26	grey
CDC27	grey
CDC34	grey
CDC37	grey
CDC37L1	blue
CDC40	grey
CDC42	grey
CDC42BPA	grey
CDC42BPB	grey
CDC42BPG	grey
CDC42EP3	turquoise
CDC42EP4	grey
CDC42SE1	grey
CDC42SE2	grey
CDC45	grey
CDC5L	grey
CDC6	grey
CDC7	grey
CDC73	grey
CDCA2	grey
CDCA3	grey
CDCA4	grey
CDCA5	grey
CDCA7	grey
CDCA7L	grey
CDCA8	grey
CDCP1	grey
CDH1	grey
CDH17	grey
CDH2	grey
CDH20	grey
CDH23	grey
CDH24	grey
CDH26	grey
CDH3	grey
CDH4	grey
CDHR1	grey
CDHR2	grey
CDHR3	grey
CDHR4	grey
CDIPT	yellow
CDK1	grey
CDK10	grey
CDK11A	grey
CDK11B	grey
CDK12	grey
CDK13	grey
CDK14	grey
CDK16	turquoise
CDK17	blue
CDK18	grey
CDK19	grey
CDK2	grey
CDK20	grey
CDK2AP1	grey
CDK2AP2	blue
CDK4	blue
CDK5	grey
CDK5R1	grey
CDK5RAP1	grey
CDK5RAP2	grey
CDK5RAP3	grey
CDK6	grey
CDK7	grey
CDK8	grey
CDK9	yellow
CDKAL1	grey
CDKL1	grey
CDKL2	grey
CDKL3	grey
CDKL4	grey
CDKL5	grey
CDKN1A	turquoise
CDKN1B	grey
CDKN2A	grey
CDKN2AIP	grey
CDKN2AIPNL	grey
CDKN2B	grey
CDKN2B-AS1	grey
CDKN2C	grey
CDKN2D	grey
CDKN3	grey
CDNF	grey
CDO1	grey
CDON	grey
CDR2	grey
CDR2L	grey
CDRT1	grey
CDRT15	grey
CDRT15P1	grey
CDRT4	grey
CDS1	grey
CDS2	grey
CDT1	grey
CDV3	brown
CDYL	grey
CDYL2	grey
CEACAM1	grey
CEACAM19	grey
CEACAM21	grey
CEACAM8	grey
CEBPA	grey
CEBPB	yellow
CEBPD	grey
CEBPE	grey
CEBPG	grey
CEBPZ	blue
CECR7	grey
CEL	grey
CELA1	grey
CELA2A	grey
CELA2B	grey
CELF1	grey
CELF2	grey
CELF4	grey
CELF5	grey
CELSR1	grey
CELSR2	grey
CELSR3	grey
CEND1	grey
CENPA	grey
CENPB	grey
CENPBD1	grey
CENPE	grey
CENPF	grey
CENPH	grey
CENPI	grey
CENPJ	grey
CENPK	grey
CENPL	grey
CENPM	grey
CENPN	grey
CENPO	grey
CENPP	grey
CENPQ	grey
CENPT	grey
CENPV	grey
CENPW	grey
CEP104	grey
CEP112	grey
CEP120	grey
CEP128	grey
CEP135	grey
CEP152	grey
CEP164	grey
CEP170	grey
CEP19	grey
CEP192	grey
CEP250	grey
CEP290	grey
CEP350	grey
CEP41	grey
CEP44	grey
CEP55	grey
CEP57	grey
CEP57L1	grey
CEP63	grey
CEP68	grey
CEP70	grey
CEP72	grey
CEP76	grey
CEP78	grey
CEP85	grey
CEP85L	grey
CEP89	grey
CEP95	grey
CEP97	grey
CEPT1	turquoise
CERCAM	grey
CERK	grey
CERKL	grey
CERS2	grey
CERS3	grey
CERS4	grey
CERS5	grey
CERS6	grey
CES2	grey
CES3	grey
CES4A	grey
CETN2	grey
CETN3	grey
CETN4P	grey
CETP	grey
CFDP1	grey
CFH	grey
CFL1	grey
CFL1P1	grey
CFL2	grey
CFLAR	grey
CFLAR-AS1	grey
CFP	grey
CGGBP1	grey
CGN	grey
CGNL1	grey
CGREF1	grey
CGRRF1	blue
CH25H	grey
CHAC1	grey
CHAC2	grey
CHAD	grey
CHADL	grey
CHAF1A	grey
CHAF1B	grey
CHAMP1	grey
CHCHD1	grey
CHCHD2	grey
CHCHD3	grey
CHCHD4	grey
CHCHD5	grey
CHCHD6	grey
CHCHD7	grey
CHD1	blue
CHD1L	grey
CHD2	grey
CHD3	grey
CHD4	grey
CHD5	grey
CHD6	grey
CHD7	grey
CHD8	grey
CHD9	grey
CHDH	grey
CHEK1	grey
CHEK2	grey
CHERP	grey
CHFR	grey
CHGB	grey
CHI3L2	grey
CHIC1	grey
CHIC2	grey
CHID1	grey
CHKA	grey
CHKB	grey
CHM	grey
CHML	grey
CHMP1A	grey
CHMP1B	grey
CHMP2A	grey
CHMP2B	grey
CHMP3	grey
CHMP4A	grey
CHMP4B	grey
CHMP4C	grey
CHMP5	grey
CHMP6	grey
CHMP7	grey
CHN1	grey
CHN2	grey
CHODL	grey
CHORDC1	grey
CHPF	grey
CHPF2	grey
CHPT1	grey
CHRAC1	grey
CHRM3	grey
CHRM4	grey
CHRM5	grey
CHRNA1	grey
CHRNA10	grey
CHRNA2	grey
CHRNA3	grey
CHRNA5	grey
CHRNA6	grey
CHRNA9	grey
CHRNB1	grey
CHRNB2	grey
CHRNB4	grey
CHRND	grey
CHRNE	grey
CHRNG	grey
CHST1	grey
CHST10	grey
CHST11	yellow
CHST12	grey
CHST13	grey
CHST14	grey
CHST15	grey
CHST2	grey
CHST3	grey
CHST5	grey
CHST6	grey
CHST7	grey
CHSY1	grey
CHTF18	grey
CHTF8	blue
CHTOP	grey
CHUK	grey
CHURC1	grey
CIAO1	grey
CIAPIN1	grey
CIB1	grey
CIB2	grey
CIC	grey
CIDEC	grey
CIITA	grey
CILP	grey
CILP2	grey
CINP	grey
CIR1	grey
CIRBP	grey
CIRBP-AS1	grey
CISD1	grey
CISD2	grey
CISH	grey
CIT	grey
CITED2	grey
CITED4	grey
CIZ1	grey
CKAP2	grey
CKAP2L	grey
CKAP4	grey
CKAP5	grey
CKB	grey
CKLF	grey
CKM	grey
CKMT2	grey
CKS1B	grey
CKS2	turquoise
CLASP1	grey
CLASP2	grey
CLASRP	grey
CLC	grey
CLCA3P	grey
CLCC1	grey
CLCF1	grey
CLCN2	grey
CLCN3	grey
CLCN4	grey
CLCN5	grey
CLCN6	grey
CLCN7	yellow
CLDN1	grey
CLDN11	grey
CLDN12	grey
CLDN15	grey
CLDN16	grey
CLDN19	grey
CLDN2	grey
CLDN20	grey
CLDN4	grey
CLDN5	grey
CLDN7	grey
CLDND1	grey
CLDND2	grey
CLEC11A	grey
CLEC12A	grey
CLEC16A	grey
CLEC17A	grey
CLEC18A	grey
CLEC18B	grey
CLEC19A	grey
CLEC2B	grey
CLEC2D	grey
CLEC4A	grey
CLEC4C	grey
CLEC4D	grey
CLEC4E	grey
CLEC5A	grey
CLEC7A	grey
CLECL1	grey
CLIC1	grey
CLIC2	grey
CLIC3	grey
CLIC4	grey
CLIC5	grey
CLIC6	grey
CLINT1	grey
CLIP1	grey
CLIP2	grey
CLIP3	grey
CLIP4	grey
CLK1	blue
CLK3	grey
CLK4	grey
CLLU1	grey
CLMN	grey
CLMP	grey
CLN3	grey
CLN5	grey
CLN6	grey
CLNK	grey
CLNS1A	grey
CLOCK	grey
CLP1	grey
CLPB	grey
CLPP	grey
CLPTM1	grey
CLPTM1L	grey
CLPX	grey
CLSPN	grey
CLSTN1	yellow
CLSTN3	grey
CLTA	grey
CLTB	yellow
CLTC	grey
CLTCL1	grey
CLU	grey
CLUAP1	grey
CLUL1	grey
CLVS1	grey
CLYBL	grey
CMAHP	grey
CMAS	grey
CMBL	grey
CMC1	grey
CMC2	grey
CMIP	grey
CMKLR1	grey
CMPK1	grey
CMPK2	grey
CMTM1	grey
CMTM2	grey
CMTM3	yellow
CMTM4	grey
CMTM5	grey
CMTM6	grey
CMTM7	grey
CMTM8	grey
CMYA5	grey
CNBP	grey
CNDP1	grey
CNDP2	grey
CNEP1R1	grey
CNFN	grey
CNGA1	grey
CNGA4	grey
CNGB1	grey
CNGB3	grey
CNIH2	grey
CNIH3	grey
CNIH4	grey
CNKSR1	grey
CNKSR2	grey
CNKSR3	grey
CNN1	grey
CNN2	grey
CNN3	grey
CNNM1	grey
CNNM2	grey
CNNM3	grey
CNNM4	grey
CNOT1	grey
CNOT10	grey
CNOT2	grey
CNOT3	grey
CNOT4	grey
CNOT6	grey
CNOT6L	turquoise
CNOT7	grey
CNOT8	grey
CNP	grey
CNPPD1	grey
CNPY2	grey
CNPY3	grey
CNPY4	grey
CNR1	grey
CNR2	grey
CNRIP1	grey
CNST	grey
CNTD1	grey
CNTLN	grey
CNTN2	grey
CNTNAP1	grey
CNTNAP3	grey
CNTRL	grey
CNTROB	grey
COA5	grey
COASY	grey
COBLL1	grey
COCH	grey
COG1	grey
COG2	grey
COG3	grey
COG4	grey
COG5	grey
COG6	grey
COG7	grey
COG8	grey
COIL	grey
COL10A1	grey
COL12A1	grey
COL15A1	grey
COL16A1	grey
COL17A1	grey
COL18A1	grey
COL19A1	grey
COL1A1	grey
COL1A2	grey
COL23A1	grey
COL24A1	grey
COL25A1	grey
COL27A1	grey
COL28A1	grey
COL2A1	grey
COL4A2	grey
COL4A3	grey
COL4A4	grey
COL4A5	grey
COL4A6	grey
COL5A1	grey
COL5A2	grey
COL5A3	grey
COL6A1	grey
COL6A2	grey
COL6A3	grey
COL6A4P1	grey
COL6A4P2	grey
COL6A6	grey
COL7A1	grey
COL8A2	grey
COL9A2	grey
COL9A3	grey
COLEC11	grey
COLQ	grey
COMMD1	grey
COMMD10	grey
COMMD2	grey
COMMD3	grey
COMMD4	grey
COMMD5	grey
COMMD6	grey
COMMD7	grey
COMMD8	grey
COMMD9	grey
COMT	grey
COMTD1	grey
COPA	grey
COPB1	grey
COPB2	turquoise
COPE	grey
COPG1	grey
COPG2	grey
COPS2	blue
COPS3	grey
COPS4	grey
COPS5	turquoise
COPS6	blue
COPS7A	grey
COPS7B	grey
COPS8	grey
COPZ1	grey
COPZ2	grey
COQ10A	grey
COQ10B	blue
COQ2	grey
COQ3	grey
COQ4	grey
COQ5	grey
COQ6	grey
COQ7	grey
COQ9	grey
CORIN	grey
CORO1A	grey
CORO1B	grey
CORO1C	grey
CORO2A	grey
CORO6	grey
CORT	grey
COTL1	grey
COX10	grey
COX11	grey
COX14	grey
COX15	grey
COX16	grey
COX17	grey
COX18	grey
COX19	grey
COX20	grey
COX4I1	grey
COX5A	grey
COX5B	grey
COX6A1	grey
COX6B1	grey
COX6B2	grey
COX6C	grey
COX7A1	grey
COX7A2	grey
COX7A2L	grey
COX7B	grey
COX7C	grey
COX8A	grey
CP	grey
CPA4	grey
CPA5	grey
CPAMD8	grey
CPB2	grey
CPD	grey
CPE	grey
CPEB2	grey
CPEB3	grey
CPEB4	grey
CPLX1	grey
CPLX2	grey
CPLX4	grey
CPM	grey
CPNE1	grey
CPNE2	grey
CPNE3	grey
CPNE5	grey
CPNE7	grey
CPNE8	grey
CPNE9	grey
CPO	grey
CPOX	grey
CPPED1	grey
CPQ	grey
CPS1	grey
CPSF1	grey
CPSF2	grey
CPSF3	grey
CPSF4	grey
CPSF6	grey
CPSF7	grey
CPT1A	grey
CPT1B	grey
CPT1C	grey
CPT2	grey
CPVL	grey
CPXM1	grey
CR1	grey
CR2	grey
CRABP2	grey
CRADD	grey
CRAT	grey
CRB1	grey
CRB2	grey
CRB3	grey
CRBN	grey
CRCP	grey
CREB1	grey
CREB3	grey
CREB3L1	grey
CREB3L2	grey
CREB3L3	grey
CREB3L4	grey
CREB5	grey
CREBBP	grey
CREBL2	grey
CREBZF	grey
CREG1	grey
CRELD1	grey
CRELD2	grey
CREM	turquoise
CRHBP	grey
CRHR2	grey
CRIM1	grey
CRIP1	grey
CRIP2	grey
CRIP3	grey
CRIPT	grey
CRISPLD2	grey
CRK	yellow
CRKL	grey
CRLF3	grey
CRLS1	grey
CRMP1	grey
CRNDE	grey
CRNKL1	grey
CROCC	grey
CROCCP2	grey
CROCCP3	grey
CROT	grey
CRTAC1	grey
CRTAM	grey
CRTAP	grey
CRTC1	grey
CRTC2	grey
CRTC3	grey
CRX	grey
CRY1	grey
CRY2	grey
CRYBA1	grey
CRYBA4	grey
CRYBB1	grey
CRYBB2	grey
CRYBB2P1	grey
CRYBB3	grey
CRYGN	grey
CRYGS	grey
CRYL1	grey
CRYM-AS1	grey
CRYZ	grey
CRYZL1	grey
CS	grey
CSAD	grey
CSDC2	grey
CSDE1	grey
CSE1L	grey
CSF1	grey
CSF1R	grey
CSF2	grey
CSF2RB	grey
CSF3R	grey
CSGALNACT1	grey
CSGALNACT2	grey
CSK	grey
CSMD1	grey
CSMD2	grey
CSNK1A1	grey
CSNK1A1L	grey
CSNK1A1P1	grey
CSNK1D	turquoise
CSNK1E	grey
CSNK1G1	grey
CSNK1G2	grey
CSNK1G2-AS1	grey
CSNK1G3	grey
CSNK2A1	grey
CSNK2A2	grey
CSPG4	grey
CSPG5	grey
CSPP1	grey
CSRNP1	turquoise
CSRNP2	grey
CSRP1	grey
CSRP2	grey
CST3	grey
CST6	grey
CST7	grey
CSTA	grey
CSTB	grey
CSTF1	grey
CSTF2	grey
CSTF2T	grey
CSTF3	grey
CTAGE7P	grey
CTBP1	grey
CTBP2	grey
CTBS	grey
CTC1	grey
CTCF	grey
CTDNEP1	grey
CTDP1	yellow
CTDSP1	grey
CTDSP2	grey
CTDSPL	grey
CTDSPL2	blue
CTF1	grey
CTH	grey
CTHRC1	grey
CTIF	grey
CTLA4	grey
CTNNA1	grey
CTNNA3	grey
CTNNAL1	grey
CTNNB1	grey
CTNNBIP1	grey
CTNNBL1	grey
CTNND1	grey
CTNND2	grey
CTNS	grey
CTPS2	grey
CTR9	grey
CTRC	grey
CTSA	grey
CTSB	grey
CTSC	turquoise
CTSD	grey
CTSF	grey
CTSH	grey
CTSK	grey
CTSS	grey
CTSW	grey
CTSZ	grey
CTTN	grey
CTTNBP2NL	grey
CTU1	grey
CTU2	grey
CUBN	grey
CUEDC1	grey
CUEDC2	grey
CUL1	grey
CUL2	grey
CUL3	blue
CUL4A	grey
CUL4B	grey
CUL5	brown
CUL7	grey
CUL9	grey
CUTA	grey
CUTC	grey
CUX1	grey
CUX2	grey
CWC15	grey
CWC22	grey
CWC27	grey
CWF19L1	grey
CWF19L2	grey
CX3CR1	grey
CXADR	grey
CXCL1	grey
CXCL10	grey
CXCL13	grey
CXCL16	grey
CXCL17	grey
CXCL2	grey
CXCL5	grey
CXCR1	grey
CXCR2	grey
CXCR2P1	grey
CXCR3	grey
CXCR4	turquoise
CXCR5	turquoise
CXCR6	grey
CXXC1	grey
CXXC4	grey
CXXC5	grey
CXorf38	grey
CXorf58	grey
CXorf65	grey
CYB561	grey
CYB561D1	grey
CYB561D2	grey
CYB5A	grey
CYB5B	grey
CYB5D1	grey
CYB5D2	grey
CYB5R1	grey
CYB5R2	grey
CYB5R3	grey
CYB5R4	grey
CYB5RL	grey
CYBA	yellow
CYBB	grey
CYBRD1	grey
CYC1	grey
CYCS	turquoise
CYCSP52	grey
CYFIP1	grey
CYFIP2	grey
CYGB	grey
CYHR1	grey
CYLD	grey
CYP1A1	grey
CYP1A2	grey
CYP1B1	grey
CYP20A1	grey
CYP24A1	grey
CYP27A1	grey
CYP27B1	grey
CYP27C1	grey
CYP2B6	grey
CYP2C8	grey
CYP2E1	grey
CYP2F1	grey
CYP2G1P	grey
CYP2J2	grey
CYP2R1	grey
CYP2S1	grey
CYP2U1	grey
CYP2W1	grey
CYP3A4	grey
CYP3A43	grey
CYP3A5	grey
CYP46A1	grey
CYP4B1	grey
CYP4F22	grey
CYP4F35P	grey
CYP4V2	grey
CYP51A1	grey
CYP7B1	grey
CYP8B1	grey
CYS1	grey
CYSLTR1	grey
CYSLTR2	grey
CYSTM1	grey
CYTH1	grey
CYTH2	grey
CYTH3	grey
CYTH4	grey
CYTIP	turquoise
CYTL1	grey
D2HGDH	grey
DAAM1	grey
DAB1	grey
DAB2	grey
DACT1	grey
DAD1	grey
DAG1	grey
DAGLA	grey
DAGLB	grey
DALRD3	grey
DANCR	grey
DAND5	grey
DAP	grey
DAP3	grey
DAPK1	grey
DAPK2	grey
DAPK3	grey
DAPP1	grey
DARS2	grey
DAXX	grey
DAZAP1	grey
DAZAP2	grey
DBF4	blue
DBF4B	grey
DBH	grey
DBI	grey
DBIL5P	grey
DBIL5P2	grey
DBN1	grey
DBNDD1	grey
DBNDD2	grey
DBNL	grey
DBP	grey
DBR1	grey
DBT	grey
DBX1	grey
DCAF10	grey
DCAF11	grey
DCAF12	grey
DCAF13	grey
DCAF15	grey
DCAF16	grey
DCAF17	grey
DCAF4	grey
DCAF4L1	grey
DCAF5	grey
DCAF6	grey
DCAF7	grey
DCAF8	grey
DCAKD	grey
DCBLD1	grey
DCBLD2	grey
DCDC1	grey
DCDC2	grey
DCDC2B	grey
DCHS1	grey
DCHS2	grey
DCK	grey
DCLK2	grey
DCLRE1A	grey
DCLRE1B	grey
DCLRE1C	grey
DCP1A	turquoise
DCP1B	grey
DCP2	grey
DCPS	grey
DCST1	grey
DCST2	grey
DCT	grey
DCTD	grey
DCTN1	grey
DCTN2	grey
DCTN3	grey
DCTN4	blue
DCTN5	grey
DCTN6	turquoise
DCTPP1	grey
DCUN1D1	grey
DCUN1D2	grey
DCUN1D3	grey
DCUN1D4	grey
DCUN1D5	grey
DCX	grey
DCXR	grey
DDA1	grey
DDAH1	grey
DDB1	grey
DDB2	grey
DDC	grey
DDHD1	brown
DDHD2	grey
DDI2	grey
DDIT3	turquoise
DDIT4	turquoise
DDIT4L	grey
DDN	grey
DDOST	grey
DDR2	grey
DDRGK1	grey
DDX1	grey
DDX10	grey
DDX11	grey
DDX11L10	grey
DDX11L2	grey
DDX12P	grey
DDX17	grey
DDX18	grey
DDX19A	grey
DDX19B	grey
DDX20	blue
DDX21	blue
DDX23	grey
DDX24	grey
DDX25	grey
DDX27	grey
DDX28	grey
DDX31	grey
DDX39A	grey
DDX3X	brown
DDX3Y	grey
DDX4	grey
DDX41	grey
DDX42	grey
DDX43	grey
DDX46	grey
DDX47	turquoise
DDX49	grey
DDX5	grey
DDX50	grey
DDX51	grey
DDX52	grey
DDX54	grey
DDX55	grey
DDX56	grey
DDX58	grey
DDX59	grey
DDX6	grey
DDX60	grey
DDX60L	grey
DEAF1	grey
DECR1	grey
DEDD	grey
DEDD2	grey
DEF6	grey
DEF8	grey
DEGS1	grey
DEGS2	grey
DEK	grey
DENND1A	grey
DENND1B	grey
DENND1C	grey
DENND2A	grey
DENND2C	grey
DENND2D	blue
DENND3	grey
DENND4A	brown
DENND4B	grey
DENND4C	grey
DENND5A	grey
DENND5B	grey
DENR	grey
DEPDC1	grey
DEPDC1B	grey
DEPDC4	grey
DEPDC5	grey
DEPDC7	grey
DEPTOR	grey
DERA	grey
DERL1	grey
DERL2	grey
DET1	grey
DEXI	grey
DFFA	blue
DFFB	grey
DGAT1	grey
DGAT2	grey
DGCR11	grey
DGCR2	grey
DGCR5	grey
DGCR6	grey
DGCR6L	grey
DGCR8	grey
DGKA	grey
DGKB	grey
DGKD	grey
DGKE	grey
DGKG	grey
DGKH	grey
DGKQ	grey
DGKZ	grey
DGUOK	grey
DHCR24	grey
DHCR7	grey
DHDDS	grey
DHDH	grey
DHFR	grey
DHODH	grey
DHPS	grey
DHRS1	grey
DHRS12	grey
DHRS13	yellow
DHRS2	grey
DHRS3	grey
DHRS4	grey
DHRS4L1	grey
DHRS4L2	grey
DHRS7	grey
DHRS7B	grey
DHRS9	grey
DHTKD1	grey
DHX15	grey
DHX29	brown
DHX30	grey
DHX32	grey
DHX33	grey
DHX34	grey
DHX35	grey
DHX36	grey
DHX37	grey
DHX38	grey
DHX40	grey
DHX57	grey
DHX58	grey
DHX8	turquoise
DHX9	grey
DIABLO	grey
DIAPH1	grey
DIAPH2	grey
DIAPH3	grey
DICER1	grey
DICER1-AS1	grey
DIDO1	grey
DIMT1	grey
DIO1	grey
DIP2A	grey
DIP2B	grey
DIP2C	grey
DIRAS2	grey
DIRAS3	grey
DIRC3	grey
DIS3	blue
DIS3L	grey
DIS3L2	grey
DISC1	grey
DISP1	grey
DISP2	grey
DIXDC1	grey
DKC1	grey
DKK3	grey
DKK4	grey
DLAT	grey
DLC1	grey
DLD	grey
DLEC1	grey
DLEU1	grey
DLEU2	grey
DLEU2L	grey
DLG1	brown
DLG2	grey
DLG3	grey
DLG4	grey
DLGAP1	grey
DLGAP3	grey
DLGAP4	grey
DLGAP5	grey
DLK2	grey
DLL3	grey
DLL4	grey
DLST	grey
DLX2	grey
DLX4	grey
DLX6-AS1	grey
DMAP1	grey
DMBX1	grey
DMC1	grey
DMD	grey
DMGDH	grey
DMKN	grey
DMPK	grey
DMRTA2	grey
DMTF1	brown
DMWD	grey
DMXL1	grey
DMXL2	grey
DNA2	grey
DNAAF1	grey
DNAAF2	grey
DNAH1	grey
DNAH10	grey
DNAH11	grey
DNAH12	grey
DNAH14	grey
DNAH17	grey
DNAH2	grey
DNAH3	grey
DNAH6	grey
DNAH7	grey
DNAH8	grey
DNAH9	grey
DNAI2	grey
DNAJA1	grey
DNAJA2	grey
DNAJA4	grey
DNAJB1	turquoise
DNAJB11	grey
DNAJB12	grey
DNAJB13	grey
DNAJB14	grey
DNAJB2	grey
DNAJB4	grey
DNAJB5	grey
DNAJB6	grey
DNAJB7	grey
DNAJB9	blue
DNAJC1	grey
DNAJC10	grey
DNAJC11	grey
DNAJC12	grey
DNAJC13	grey
DNAJC14	grey
DNAJC15	grey
DNAJC16	grey
DNAJC17	grey
