gene	MM	p.MM	GS.Allergy	p.GS.Allergy	colors	kTotal	kWithin	kOut	kDiff	Rank	GeneNumber	Rank_ratio
SBDS	0.88453378373319	1.4769315155544e-33	-0.308123145430778	0.00202466139466213	blue	3.98439794370828	2.64433207238632	1.34006587132196	1.30426620106436	3	167	1.8
SDCBP	0.803456418875786	2.40661752264988e-23	-0.22247138062352	0.0276817071724873	blue	2.22332647798024	1.20853685543596	1.01478962254429	0.193747232891674	23	167	13.8
SELPLG	-0.750740621121378	5.55565599634822e-19	0.331910848958093	0.00084150157638437	blue	1.32047088098883	0.612701091207173	0.707769789781652	-0.0950686985744795	79	167	47.3
SH2D3C	-0.78142835966288	2.24587915142402e-21	0.268647476200567	0.00747937484543089	blue	2.49147880456594	0.954598728921025	1.53688007564492	-0.58228134672389	39	167	23.4
SIGMAR1	-0.754608861163295	2.90096828810614e-19	0.507015815399895	9.96085154345932e-08	blue	1.02078465862476	0.43668984081735	0.584094817807407	-0.147404976990057	119	167	71.3
SLC25A36	0.786874932716214	7.69236280706283e-22	-0.282982800760644	0.00475176656738374	blue	1.80444147500633	0.813501491998949	0.990939983007378	-0.177438491008429	49	167	29.3
SLC9A3R1	-0.799316985370515	5.89063854712511e-23	0.261296568795288	0.00935418963341374	blue	2.4309254426696	0.99470496576248	1.43622047690712	-0.441515511144638	36	167	21.6
SNRK	0.767057772766029	3.29418562994262e-20	-0.359939740613044	0.000272310532164839	blue	1.43231501148801	0.554634266645608	0.877680744842401	-0.323046478196794	90	167	53.9
SPN	-0.795259586184325	1.38836987133677e-22	0.337361046282007	0.000681250483358102	blue	1.91807446821391	1.02410284338129	0.893971624832622	0.130131218548667	30	167	18
STAT6	-0.717939660128384	8.83709368117124e-17	0.368350049728227	0.000190115863811314	blue	0.747043364241578	0.300283050291195	0.446760313950383	-0.146477263659188	144	167	86.2
STRAP	0.796635456679317	1.04036989907811e-22	-0.371463086918261	0.000166022595320394	blue	1.36125715238794	0.803570596023722	0.557686556364213	0.245884039659509	50	167	29.9
TIMM17A	0.761659596976039	8.60012717598667e-20	-0.231402931946143	0.0218715570942922	blue	1.36270809690164	0.637408688605579	0.725299408296057	-0.0878907196904783	74	167	44.3
TMEM223	-0.740137253036145	3.10811335325703e-18	0.200988399442041	0.0472051672272858	blue	0.854391218216787	0.388508512722691	0.465882705494096	-0.0773741927714054	130	167	77.8
TNFAIP8L2	-0.740382777924354	2.9894670879679e-18	0.344506400444481	0.000513420596449762	blue	1.17009844618918	0.540509172725377	0.629589273463798	-0.0890801007384212	91	167	54.5
TRADD	-0.742227136591027	2.22848211282192e-18	0.273997647268383	0.00633168483079418	blue	1.02717504119418	0.406576952273998	0.620598088920186	-0.214021136646188	125	167	74.9
TRAF3IP3	-0.814079525727223	2.18770709318966e-24	0.411397457630048	2.57318170088032e-05	blue	3.39240319517132	1.25898613221944	2.13341706295188	-0.874430930732443	19	167	11.4
TRPV2	-0.755512562409681	2.48807428956657e-19	0.204216222832869	0.043694674348386	blue	2.14463879939436	0.675373009106602	1.46926579028776	-0.793892781181157	68	167	40.7
TWF2	-0.732272426411288	1.05704477119175e-17	0.210407256506622	0.0375676711376015	blue	1.66608140783598	0.483024928533532	1.18305647930245	-0.700031550768916	105	167	62.9
UBE2B	0.785560861707356	9.98995207964434e-22	-0.244120760845072	0.0154168438987141	blue	1.50003191208324	0.692538015357023	0.807493896726212	-0.114955881369189	66	167	39.5
USP15	0.812411158437982	3.22034467194144e-24	-0.287709918415959	0.00407055992063502	blue	2.72244297695717	1.01635333456844	1.70608964238873	-0.68973630782029	34	167	20.4
UTP15	0.770607827700286	1.72784894085334e-20	-0.224284809566262	0.0264062272946564	blue	1.18590566047978	0.562174541506167	0.623731118973618	-0.0615565774674507	88	167	52.7
YME1L1	0.726639905191489	2.47427573982339e-17	-0.270856193318855	0.00698502012400643	blue	0.886680764420584	0.370635857640015	0.516044906780569	-0.145409049140555	134	167	80.2
YPEL5	0.843948222720954	1.03376580627177e-27	-0.310892927213705	0.00183452908295956	blue	3.453253970129	1.7457041567096	1.7075498134194	0.0381543432901994	11	167	6.6
YTHDF3	0.776799390895612	5.45154164934763e-21	-0.276441205348096	0.00586153305911076	blue	1.57004230899844	0.861153063005154	0.708889245993283	0.152263817011871	45	167	26.9
ZBTB1	0.826397191423612	1.11108014294114e-25	-0.296873027208199	0.00299341818321286	blue	2.86155121259191	1.68032721650933	1.18122399608258	0.499103220426755	14	167	8.4
ZDBF2	0.757189542650805	1.86791830502596e-19	-0.289793428261254	0.00379907036458279	blue	0.965242900009941	0.454423110414533	0.510819789595407	-0.056396679180874	112	167	67.1
ZFAND5	0.744437422033825	1.56198391492421e-18	-0.222597989792041	0.0275909890666359	blue	0.838537616440981	0.444536373275649	0.394001243165332	0.0505351301103171	114	167	68.3
