gene	MM	p.MM	GS.Allergy	p.GS.Allergy	colors	kTotal	kWithin	kOut	kDiff	Rank	GeneNumber	Rank_ratio
GLRX	-0.713538397965658	1.65262400349643e-16	0.337363956031462	0.000681172951104977	turquoise	0.595892111050216	0.345514306520322	0.250377804529894	0.0951365019904286	150	247	60.7
GLT8D1	-0.735329693965168	6.60222158295647e-18	0.215450911201474	0.0331238287562123	turquoise	0.6891288845662	0.383466523154722	0.305662361411478	0.0778041617432438	135	247	54.7
GSPT1	0.721436652114768	5.3284754067009e-17	-0.3481587243572	0.000443154812606714	turquoise	1.25312342939168	0.511653419586664	0.741470009805019	-0.229816590218356	106	247	42.9
GVINP1	-0.845983771607727	5.79025231799073e-28	0.245528624587695	0.0148158727164864	turquoise	3.28313149336911	2.02567385523305	1.25745763813606	0.768216217096994	19	247	7.7
HSPA9	0.791102886174071	3.27621356171071e-22	-0.315967703993771	0.00152755069964307	turquoise	1.55050475985614	0.987454066405205	0.563050693450939	0.424403372954267	48	247	19.4
IDI1	0.750896643855045	5.41319044750714e-19	-0.465155072389116	1.39514563952541e-06	turquoise	1.81980523242455	0.929104982902019	0.890700249522532	0.0384047333794872	52	247	21.1
IDI2-AS1	0.777057020982986	5.19190597672565e-21	-0.412120043231804	2.48225250661778e-05	turquoise	1.23887753995186	1.02111253500159	0.217765004950266	0.803347530051324	44	247	17.8
IRF2	-0.769129714590336	2.26357809345998e-20	0.232815846564282	0.0210556114945576	turquoise	2.16469687557492	0.953722623529281	1.21097425204564	-0.257251628516359	50	247	20.2
IRS2	0.740309897831754	3.02421848263929e-18	-0.326929481383823	0.00101732443207682	turquoise	1.72896196699256	0.584581143697996	1.14438082329456	-0.559799679596564	95	247	38.5
JMJD6	0.852089532524661	9.66616519314619e-29	-0.409515877338889	2.82480032888305e-05	turquoise	2.27376979101507	1.96670402913134	0.307065761883737	1.6596382672476	20	247	8.1
JOSD1	0.876056281361935	3.60070290862161e-32	-0.36667704521132	0.000204362425582585	turquoise	2.89668397646253	2.24767948004549	0.649004496417044	1.59867498362844	10	247	4
JUNB	0.779798655078332	3.07637799543654e-21	-0.374425950932636	0.000145747272046353	turquoise	1.20378579050605	1.05913092094805	0.144654869557997	0.914476051390054	41	247	16.6
JUND	0.727467998040077	2.18636081850214e-17	-0.226594518912442	0.0248543500527043	turquoise	0.64544609836808	0.332852127579266	0.312593970788814	0.0202581567904513	154	247	62.3
KDM2A	0.73814519734287	4.25540118639018e-18	-0.272462258762995	0.00664391336242326	turquoise	1.40050577204649	0.653727087704302	0.746778684342187	-0.0930515966378851	88	247	35.6
KIAA0040	-0.729580759576218	1.59130266037607e-17	0.403003807939835	3.88469059263057e-05	turquoise	0.565123107130771	0.339556869860629	0.225566237270142	0.113990632590487	153	247	61.9
KPNA2	0.761744414901814	8.47309336934336e-20	-0.314858881133466	0.001590340706653	turquoise	1.16707236443967	0.911977990366723	0.255094374072945	0.656883616293779	55	247	22.3
LPXN	-0.712523983468945	1.90595816724186e-16	0.245640692922964	0.0147689195846278	turquoise	1.29141605556595	0.537870825723272	0.753545229842674	-0.215674404119402	103	247	41.7
LYPD3	0.735306315133923	6.62618953702262e-18	-0.432333227586823	8.76850395067346e-06	turquoise	0.771040064258499	0.663022955131244	0.108017109127254	0.55500584600399	85	247	34.4
MAFF	0.855690345837408	3.2373786701909e-29	-0.352107881176169	0.000377199282574822	turquoise	2.14399712288926	1.84182387320065	0.302173249688616	1.53965062351203	21	247	8.5
MAP3K8	0.710845699764446	2.40993064244904e-16	-0.455011402068728	2.51327730399442e-06	turquoise	0.436097332953601	0.345252335573597	0.0908449973800044	0.254407338193593	151	247	61.1
MAPK1IP1L	0.71108231259634	2.33175658671164e-16	-0.276405946154732	0.00586809059529713	turquoise	1.05847738481401	0.357157087355387	0.701320297458628	-0.344163210103241	141	247	57.1
MED26	0.796065863421276	1.17269202708001e-22	-0.536158627672648	1.27253690466185e-08	turquoise	1.46691969149182	1.08943687109478	0.37748282039704	0.711954050697736	39	247	15.8
MEF2D	0.756885675057928	1.96785371096942e-19	-0.36320285515318	0.000237152412282771	turquoise	0.936662100260216	0.568080012057572	0.368582088202644	0.199497923854927	99	247	40.1
MNT	0.723749041462877	3.79734590918524e-17	-0.216811450663415	0.0320039096233777	turquoise	1.45818749254906	0.46219365884696	0.995993833702097	-0.533800174855137	116	247	47
MTFP1	0.758363712508388	1.52609576714853e-19	-0.39019702724822	7.13216657064904e-05	turquoise	0.843577798422527	0.677770343822268	0.165807454600259	0.511962889222008	82	247	33.2
NAB1	0.720117708809732	6.45444792737268e-17	-0.454767410202682	2.54852326785408e-06	turquoise	0.587571854592091	0.464365150236362	0.123206704355729	0.341158445880633	115	247	46.6
NAMPT	0.764302865823411	5.39292780245721e-20	-0.448473313405477	3.63670657679564e-06	turquoise	1.58640341554072	1.05636023107752	0.530043184463204	0.526317046614315	42	247	17
NFE2L2	0.767660362898256	2.95481326839718e-20	-0.306988175837672	0.00210758293315271	turquoise	1.77955495495265	1.2796066581182	0.499948296834451	0.779658361283752	32	247	13
NGRN	0.727108268748801	2.30719870554548e-17	-0.344051853781622	0.000522846554915665	turquoise	0.456609059873121	0.370515067248306	0.0860939926248147	0.284421074623492	139	247	56.3
NR3C1	0.727545442667733	2.16116150608752e-17	-0.299086607946674	0.0027750762245366	turquoise	0.713859013345786	0.470335774299012	0.243523239046774	0.226812535252238	112	247	45.3
NR4A2	0.904651001247081	2.45769861919744e-37	-0.407653425031189	3.096384152802e-05	turquoise	5.43569810961207	4.52950580666557	0.906192302946505	3.62331350371906	2	247	0.8
NR4A3	0.771513989104428	1.46274041862356e-20	-0.38597105504549	8.66845665054945e-05	turquoise	1.58123714796645	1.42313029245259	0.158106855513861	1.26502343693873	27	247	10.9
PCMT1	-0.721684142261733	5.13957722006633e-17	0.23337672249127	0.0207390252757077	turquoise	2.28624670988082	0.802110408596805	1.48413630128401	-0.682025892687205	69	247	27.9
PER1	0.93613488285823	2.30823193042954e-45	-0.426854871803849	1.17026617325322e-05	turquoise	6.52819684363127	4.28884140931804	2.23935543431323	2.04948597500482	3	247	1.2
PEX11B	-0.762090097051294	7.97396297621414e-20	0.272101895968685	0.0067191398470432	turquoise	0.999429380399854	0.589931492442005	0.409497887957849	0.180433604484156	94	247	38.1
PFKFB3	0.794137031382506	1.75405766102902e-22	-0.487625777003914	3.53391899498271e-07	turquoise	1.5197863359627	1.30696867644105	0.212817659521644	1.09415101691941	31	247	12.6
PHF12	0.783566673756651	1.48013323263608e-21	-0.263169864615266	0.00884091801222407	turquoise	1.44581415641973	0.887194487484151	0.558619668935575	0.328574818548575	59	247	23.9
PI4K2A	0.750398408413716	5.88100726827503e-19	-0.419189492262667	1.73809955891609e-05	turquoise	0.626426130484932	0.521175900380332	0.105250230104599	0.415925670275733	105	247	42.5
PIK3R1	0.847891710760611	3.33755309931638e-28	-0.450692132829708	3.21086441211634e-06	turquoise	5.30108016725505	2.19607198948097	3.10500817777408	-0.908936188293115	12	247	4.9
PIM3	0.72718837398361	2.27974174653251e-17	-0.450849950474963	3.18244207108658e-06	turquoise	0.794346330961183	0.460579333992334	0.33376699696885	0.126812337023484	117	247	47.4
PLK3	0.791800244883485	2.84059694705069e-22	-0.397963168668934	4.94884011883314e-05	turquoise	1.16446509398528	0.917576011275958	0.246889082709322	0.670686928566635	54	247	21.9
PRIM1	-0.782533138821614	1.81168163150865e-21	0.201807148003955	0.0462933376859248	turquoise	1.64077136563954	0.875463262435231	0.76530810320431	0.110155159230921	62	247	25.1
PRKACB	-0.732022632784187	1.09817255506792e-17	0.302501873733977	0.00246619868005548	turquoise	3.62798898533585	0.824374794453788	2.80361419088206	-1.97923939642827	65	247	26.3
PTGER4	0.806425633587154	1.2497358790894e-23	-0.401121304576314	4.25425360053581e-05	turquoise	2.54273386414392	2.20775797529032	0.334975888853598	1.87278208643672	11	247	4.5
RBM38	0.790758039855707	3.51500482015058e-22	-0.399140403894486	4.6784050146128e-05	turquoise	1.80052957735396	0.995313293389121	0.805216283964843	0.190097009424279	47	247	19
RDH11	-0.730186935899988	1.45187303381929e-17	0.31880227813678	0.00137712032541707	turquoise	0.99323536843684	0.455178773760839	0.538056594676001	-0.0828778209151617	119	247	48.2
REL	0.801436557496673	3.734620346255e-23	-0.370643618790299	0.000172074589622627	turquoise	1.48511704050565	1.00156316897039	0.48355387153526	0.51800929743513	46	247	18.6
RELA	0.725562400840569	2.90444664323287e-17	-0.267797393001931	0.00767771782364459	turquoise	0.841553416897519	0.41252591357878	0.429027503318739	-0.0165015897399589	126	247	51
RGS1	0.738426558480241	4.07140277640177e-18	-0.311950155735129	0.00176632155361754	turquoise	1.98211518862278	1.41372329632263	0.568391892300147	0.845331404022487	28	247	11.3
RPA2	-0.749606896913114	6.70603899481227e-19	0.257340771803103	0.0105247405113698	turquoise	1.36437682929301	0.598360114014329	0.766016715278683	-0.167656601264354	93	247	37.7
SEC14L2	0.748733096116335	7.74750039146113e-19	-0.244275430090285	0.0153498041983204	turquoise	0.800134527618459	0.532397116689651	0.267737410928809	0.264659705760842	104	247	42.1
SERTAD1	0.702291710904068	7.7680008227207e-16	-0.264349944393602	0.00853044716332676	turquoise	0.563779731606108	0.447510036160018	0.11626969544609	0.331240340713928	121	247	49
SIAH2	0.770604657067726	1.72885392499619e-20	-0.321130689920702	0.0012637541608301	turquoise	1.10903215025059	0.72168475114914	0.387347399101446	0.334337352047694	75	247	30.4
SIK1	0.829164818207961	5.50665791006565e-26	-0.431482911882073	9.17330523220338e-06	turquoise	2.38563570103377	2.09701972174348	0.288615979290284	1.8084037424532	16	247	6.5
SLC2A3	0.852689161948619	8.07277947969984e-29	-0.376991265057467	0.000130071896031035	turquoise	2.87184063014997	2.38391822696958	0.487922403180399	1.89599582378918	9	247	3.6
SNHG15	0.862927885528152	3.27460969501073e-30	-0.374055477804533	0.000148150531108549	turquoise	2.48234189360839	2.07172264649491	0.410619247113476	1.66110339938143	17	247	6.9
SNIP1	0.729684737090027	1.56649627039637e-17	-0.229289628460809	0.0231424483361808	turquoise	1.1516071528841	0.505337630057295	0.646269522826808	-0.140931892769513	109	247	44.1
SPATA2	0.800597895356308	4.47549623665325e-23	-0.42573336621616	1.24073896158391e-05	turquoise	1.2543007509851	0.882410013093595	0.371890737891505	0.51051927520209	61	247	24.7
SPOCK2	0.716929451364109	1.02132438931977e-16	-0.336913114703172	0.00069328266775224	turquoise	0.508631924742198	0.300370380034771	0.208261544707427	0.0921088353273445	165	247	66.8
SPTY2D1	0.73830409756385	4.15051738820284e-18	-0.374462866707689	0.000145509789367847	turquoise	0.720850276382559	0.510514714849738	0.21033556153282	0.300179153316918	107	247	43.3
SRGN	0.776368654158514	5.91409949532226e-21	-0.306389507226516	0.00215254584939366	turquoise	1.40866775557436	1.09217457547749	0.316493180096864	0.775681395380631	38	247	15.4
SRSF7	0.739946727624778	3.20332070807056e-18	-0.488707095027184	3.29968859569415e-07	turquoise	0.693003057003785	0.416631510814471	0.276371546189314	0.140259964625157	125	247	50.6
ST6GAL1	-0.803547440462245	2.35914786452921e-23	0.209637340443938	0.0382880769816937	turquoise	3.85905158220806	1.45989504287697	2.39915653933109	-0.939261496454129	24	247	9.7
TBCE	-0.735258462615545	6.67551159158629e-18	0.299006071023516	0.00278276213951596	turquoise	0.568962775355376	0.348817647916748	0.220145127438628	0.12867252047812	148	247	59.9
TIMMDC1	-0.736721248332465	5.31761379018807e-18	0.310096510731056	0.0018874735369507	turquoise	1.64945688606119	0.46509673144307	1.18436015461812	-0.719263423175046	114	247	46.2
TIPARP	0.800369526995046	4.7008661851367e-23	-0.314645883350877	0.00160266667715432	turquoise	2.22964473999312	1.34630870818747	0.883336031805645	0.462972676381828	29	247	11.7
TNFAIP3	0.859219729088488	1.07619874603694e-29	-0.482963649290243	4.73701288115987e-07	turquoise	3.41033943866537	2.5203173668887	0.890022071776669	1.63029529511203	7	247	2.8
TNKS2	0.7103572603228	2.57942434359187e-16	-0.205982591295685	0.0418673296764895	turquoise	0.726156873060465	0.330853333515483	0.395303539544981	-0.0644502060294979	155	247	62.8
TP53INP2	0.767943889350889	2.80714035286907e-20	-0.39192224082108	6.58117500112599e-05	turquoise	0.849404849622326	0.695215815857146	0.15418903376518	0.541026782091966	80	247	32.4
TRAF4	0.770906966539892	1.63554415284644e-20	-0.501810980074603	1.41018535782874e-07	turquoise	1.0032780980164	0.832805938313662	0.170472159702733	0.662333778610929	64	247	25.9
TSPAN31	-0.707246747313794	3.96355386196114e-16	0.403028487899784	3.88005103995205e-05	turquoise	0.940004239827129	0.329537169368215	0.610467070458914	-0.280929901090699	156	247	63.2
TSPYL2	0.762641701795909	7.23613201174807e-20	-0.215553582487246	0.0330381792463737	turquoise	1.12483488698957	0.677989660037065	0.446845226952508	0.231144433084557	81	247	32.8
TTC1	-0.710409639847758	2.56070892130286e-16	0.295476892022274	0.00313894155321875	turquoise	1.01982691910184	0.354697524995275	0.66512939410657	-0.310431869111295	145	247	58.7
UNC50	-0.721286126088655	5.44664122929556e-17	0.279205596909593	0.00536721295407852	turquoise	0.955012190173412	0.386066465686609	0.568945724486804	-0.182879258800195	134	247	54.3
USP36	0.862119434409422	4.25692916078865e-30	-0.313464486870215	0.00167261785357101	turquoise	3.12673015868784	2.16585905069342	0.960871107994415	1.20498794269901	14	247	5.7
USP42	0.764373051220997	5.32607024625031e-20	-0.2095027028549	0.0384152364757225	turquoise	0.902871251760308	0.570470915188127	0.33240033657218	0.238070578615947	97	247	39.3
VPS37B	0.800262832763631	4.80991036992543e-23	-0.431879286419676	8.98246872638862e-06	turquoise	1.57110952324027	0.948774402967111	0.622335120273161	0.32643928269395	51	247	20.6
WBP11	0.774936354341777	7.74350017521496e-21	-0.275340143765246	0.00606940620885056	turquoise	3.03869855545327	0.906238456952208	2.13246009850107	-1.22622164154886	56	247	22.7
WHAMM	0.734747401888156	7.22500304979967e-18	-0.27733738724401	0.00569702831305706	turquoise	0.863192864185996	0.392423796537426	0.470769067648571	-0.0783452711111449	133	247	53.8
XRCC5	-0.75507943706482	2.67828968127003e-19	0.317733120108821	0.00143220471911687	turquoise	1.56520282884245	0.776497931477359	0.788704897365093	-0.012206965887734	71	247	28.7
ZFP36	0.8691452981284	4.11066991172103e-31	-0.465089322728852	1.40056408060558e-06	turquoise	3.477957856335	3.12461634676735	0.353341509567648	2.7712748371997	5	247	2
ZNF331	0.926996783266718	1.13913729402626e-42	-0.404314821218796	3.64527633109448e-05	turquoise	6.05300645242265	5.14333752115554	0.909668931267107	4.23366858988843	1	247	0.4
ZNF512	-0.798205846197734	7.46402015764834e-23	0.341390794469375	0.000581287587048326	turquoise	1.15499696764607	0.699254674097652	0.455742293548416	0.243512380549237	79	247	32
