SRR8508516	SRR8508517	SRR8508518	SRR8508519	SRR8508520	SRR8508521	SRR8508522	SRR8508523	SRR8508524	SRR8508525
LINC02593	0	0.211187777135698	0	0.109756183518737	0.0311531112895352	0.0649534619694978	0	0	0	0
SAMD11	0.0195594493837771	0.0151176494066455	0.00491218635700972	0.0184105343515932	0.0156900423992354	0.0104182906002886	0.00693974763884617	0	0.0144375270844392	0.0156669457917726
NOC2L	1.35873880285478	1.21743200282047	1.7242098892586	1.32628132214368	1.40248426603769	1.55905368023698	1.41970008225649	1.23975530972102	1.59593051604535	1.5992489326406
KLHL17	0.613819286739723	0.421156228908066	0.455556481180451	0.33107851339245	0.683632483699544	0.593269498519839	0.542760826141551	0.46443600319707	0.285156782808492	0.407993036083683
PLEKHN1	0.0607012108329821	0.0129063960548121	0.0203084445986177	0.019632199712739	0	0	0.00782728805458739	0	0	0
PERM1	0.0239343508026536	0.031419397856586	0.00809249352167018	0.0245418496304502	0	0.0427624408588042	0	0	0	0
HES4	0.248355118621732	0.632986914646633	0	0.382262179434086	0	0	0	0	0	0
ISG15	2.26572813633682	1.01864825626804	1.19497333504143	0.777075361273283	1.30808632812415	0.755059690531475	1.37181458828241	1.15811215189912	1.52302852772613	1.229176452334
AGRN	0.0226968066476666	0.0653951497923417	0.00409844327781767	0.0338221249675117	0.0140939024886084	0.016041039196738	0.0106244674433091	0.0183943643652215	0.00628815156772647	0.00258045036522643
RNF223	0.120463843320015	0.109562504487791	0	0	0	0.0780284884150635	0	0	0.0494751402389887	0
C1orf159	0.0267824986746449	0.0455048556079988	0.0511934153864188	0.0944204416953466	0.13748338103763	0.0499934512229142	0.0193121701239568	0.0834654283159253	0.0849473347003988	0.0538261754834153
LINC01342	0	0	0	0	0	0	0	0.0327478751812626	0.0259097943515947	0
TTLL10-AS1	0.0256396334660924	0.0801668421738164	0	0	0	0	0	0.0350086553504831	0.0151381907168626	0
TTLL10	0.00562820580903743	0.00666196972388529	0	0.0104466789788697	0.0140754594749744	0.0276108561226025	0.00229323266515669	0.0167821520854587	0.0161289826923397	0.0136248889966844
TNFRSF18	0.346449151270927	0.96538496727183	0.552083740839473	0.621194732842797	1.5613788754334	1.69106035120354	0.924034942687066	1.27503721420837	0.791169125913317	1.25888411369702
TNFRSF4	0.0306990211960298	0.45916958791288	0.420586803116742	0.52169987004615	1.49335024164527	1.53847399087573	0.486744894454141	1.06398669575096	0.688698583062942	1.35464532939102
SDF4	0.540488705474566	0.517372958987772	0.552752487675974	0.51447089177918	0.454902086153512	0.606106147073934	0.525863250756968	0.424406454244032	0.414019163863894	0.478087052311903
B3GALT6	0.717575126931348	0.895322042465527	0.846739127496361	0.217251946788875	0.729579716338281	0.618056402962188	1.29490686606121	0.695674652101706	0.673690235029854	0.816744780869672
C1QTNF12	0.0673366720052826	0.0578149730972067	0.0141201769765056	0.0614792338738947	0	0	0.0459916881860331	0	0	0
UBE2J2	0.509542237736351	0.415823586634509	0.399778486204518	0.454438738191925	0.578910260231221	0.509055925662076	0.318619232412887	0.409742616254317	0.398864021977568	0.432497248698057
LINC01786	0.0337913197271238	0.0453122976964186	0.0385778706865253	0	0	0.0542632585490353	0	0.0236503007344147	0.0184385752423504	0
SCNN1D	0.0295384753437044	0.0475695439642588	0.0668753967369799	0.0380780435417581	0.0329059221593921	0.0164872535623434	0.0220105558452768	0.0379372604513205	0.0497199497065934	0.0450488399875853
ACAP3	0.134563485798989	0.171513449891518	0.0895431040695382	0.100524974939153	0.207133926457181	0.149559871008323	0.118117718932019	0.143584770711997	0.189407879278564	0.0877792879211968
PUSL1	0.0972700000095838	0.283825515848314	0.143221842065334	0.171153164279071	0.374553271329674	0.247183330520077	0.244544448380131	0.308752461668267	0.332679816755389	0.337649215442811
INTS11	1.19212682368904	1.27930138805393	1.65405638514888	2.03937698841535	2.24411549362932	2.15023777789469	1.93175093004013	1.91296717777708	2.36380219993491	2.14456314998007
CPTP	0.261499771313672	0.135245115219495	0.142084599659331	0.177134267241076	0.32477241400302	0.116489222202707	0.101711331581175	0.165433181703251	0.20761161311127	0.104001582523411
TAS1R3	0.0716068563041488	0.164216351945251	0	0	0	0.0383735481541495	0.16074208346715	0.0513837143137462	0	0
DVL1	0.107247778500411	0.109909817049018	0.134428619927482	0.222065256428963	0.143003518890142	0.218220874427746	0.0970290837492541	0.0690416061360251	0.0877067901561428	0.153500364937386
MXRA8	0.0175515621023967	0.0871276803819851	0.0210391440551729	0.0462452341569151	0.0397504452815419	0	0.0182543056564973	0	0.0113273982662667	0.0491721644401504
AURKAIP1	2.26081586097596	2.11618936995516	2.52002621538461	3.08836772955736	3.33927047879878	2.76240720739908	2.95039562760233	2.74062573456515	2.805263007554	2.52475221280057
NDUFB4P8	0.268659040895866	1.12088405916574	0.199667047950348	1.22766748716994	1.24988152796544	2.09776654276523	0.561584269362208	0.407183977418636	0.367157294014732	1.46919932550401
CCNL2	2.91743803698024	3.28006439081179	3.53071346516526	3.93858806210213	4.02066056600032	4.86265760400242	2.54255570564562	3.58422104649823	4.05920346257325	3.72295095395445
MRPL20-AS1	2.10041800240884	3.12553915250553	2.68797210519798	2.97100869636157	3.31442614020177	2.704343006533	3.20854214681905	3.00925548368289	3.7470658254429	3.55532873332265
MRPL20	4.09634713976807	4.06755212896178	3.72119994991898	3.92382422137478	4.11670432393597	3.20128754880881	4.48115113555473	4.09233715793563	4.24920670464237	3.93858806210213
MRPL20-DT	0.76155073947417	0.317001257047584	0.61717532237489	0.144328916380249	0.313823403347987	0.724839851870263	0.347031458451801	0.472225107032958	0.145314478717452	0.60271131996947
ANKRD65	0	0.0775842254069074	0	0	0.0369594318404075	0	0.0600077658588826	0.0340738220736281	0	0
TMEM88B	0.242092988228299	0.534595026222188	0.178441595917795	0	0	0.31703498251053	0.25955352836	0	0	0.0449134005505428
LINC01770	0.0716068563041488	0.0618787144679795	0	0	0.0317381996590554	0.0663914210252146	0	0	0.022946379961534	0
VWA1	0.0592115279377948	0.178945892953804	0.0152832654434888	0.022122393507006	0.0436769537353337	0	0.0352063089723294	0	0.0127103055859662	0.0103904818666956
ATAD3C	0.0655288351445577	0.0506895425995242	0.120506092348708	0.218463032739562	0.189407879278564	0.185805629708427	0.211075068121498	0.14599786932669	0.13823549475529	0.0938534218935104
ATAD3B	0.0698170043214501	0.0605519261105248	0.117198815055958	0.0648984687888208	0.0655288351445577	0.454821820711515	0.0971970017690591	0.0948959425444524	0.0760826585260275	0.107746246947996
ATAD3A	0.0177622046835088	0.0542022505933336	0.0264294392822387	0.0285914713006921	0.0813339193105408	0.0404298317077767	0.0228022156390575	0.0177162636904861	0.0310833002565619	0.0303841947958243
TMEM240	0.0472976817527271	0.090596356465903	0.0098286715059249	0.0990800555272362	0.0714922157254761	0.0282859544194938	0.0315586318403531	0	0.016623977038131	0
SSU72	2.68900961779396	2.5419290164217	2.51304243096575	3.0596697076354	2.72150070346629	2.89256105089189	2.30221619744204	2.44270267768536	2.16729164333384	2.27499787403318
FNDC10	0.508810812180596	0.474703250747706	0	0.23517268106123	0.302350195064383	0.255475679417	0.0463901046230703	0.233803341621176	0.140124079994117	0.355027504622911
MIB2	0.999511350523514	1.42394939658829	1.23497002662076	1.7515936814585	1.339997867434	1.56836745574526	1.1832627298046	1.64980616385393	2.01750307334206	1.59523095103145
MMP23B	0.0273179027744438	0.118435579035205	0.0205166448189603	0.110280110140398	0.0391327395513251	0.0470128596170739	0	0.0632397147623846	0	0.0246144154103309
CDK11B	1.09122558408914	0.593381106293166	1.22329926835016	0.780156416240858	0.656590707787659	1.31871609315264	0.945998243952432	0.725983709819868	0.703594906817812	0.78494589070918
SLC35E2B	0.518856664840406	0.663863345114087	0.591226937437759	0.391813158330726	0.635083595516532	0.512365765882613	0.470010606272056	0.485023978019996	0.625128172393255	0.688399433115616
CDK11A	0.751780799660277	0.337649215442811	0.705932580342296	0.493862029380933	0.188668090756874	0.73150695246854	0.449104888073003	0.365572050998774	0.319394796088137	0.230975938485846
SLC35E2A	0.0530844009700359	0.132153526641267	0.0633679292580793	0.0462642664031579	0.0692530403535861	0.0892590738719616	0.0728215063329471	0.11710980763215	0.121806686110638	0.0664441252298979
NADK	0.455405768801554	0.373805184040829	0.530494531397121	0.591078636409576	0.87759584582422	0.547966632622672	0.492923489535762	0.602277518841805	0.748147135613468	0.686120703054992
GNB1	1.2201032942747	1.08614214127797	0.862006313738715	1.0301520481186	1.16163008253769	0.90920295867599	0.934865719279036	0.919068950952039	1.03208694310473	0.927143394418295
CALML6	0.138375943779629	0.0334080972394446	0.100241765882303	0	0.265186397488502	0.111488812095379	0.1485868888276	0.0478779228581232	0.0730407251357339	0.0343311402345548
TMEM52	0.290341844918074	0.229487969903854	0	0.0737130661936574	0	0	0.0593887872268474	0	0	0
CFAP74	0.000640506090893115	0.00414359319243966	0.00342135924596274	0.0115053899027592	0	0.00660198503042658	0.0037092472897073	0.00366207485334222	0.0113196177774189	0.00831814505215416
GABRD	0.0873273262104977	0.0485133582149632	0.0290646865986543	0	0.0243097835738188	0	0.0615312686592009	0.0128430043122436	0.00921841103403496	0
PRKCZ	0.0157109599134117	0.00726540039136782	0.00933206646444286	0.0222766640980712	0.0208044043197952	0.0146800996701133	0.00955309432168728	0.0060438190960159	0.0134301229475984	0.00527099393651098
PRKCZ-AS1	0.0746005441696682	0.184721541463596	0.0523306815065528	0.197294545654762	0.112625170960483	0.173847259772309	0.123881240352184	0.107679657728036	0.0898061310144107	0.323127469572233
FAAP20	0.343425594276473	0.236867948860627	0.299862227767181	0.301585375170145	0.28961008326675	0.229447746875815	0.364469631099408	0.342890215848844	0.346542677468459	0.245756383588506
SKI	0.0395084944010463	0.023596318503708	0.0332485939167818	0.0686668979929917	0.0600688952685597	0.040680936195291	0.0343070319196266	0.0497976988988685	0.0405687989164624	0.0226877264627881
MORN1	0.0739546752377701	0.114128118182821	0.048148710531431	0.13766577527705	0.0834268032691419	0.0636727842262922	0.0378679768244731	0.0883248695852469	0.140348128066079	0.113760783404697
RER1	1.01705948475624	1.15092217809674	1.00198315106643	1.76985674240883	1.61323936368584	1.35696649404462	1.14850386659658	1.61276386861437	1.79909420153643	1.57196866530501
PEX10	0.0254436187025199	0.100802855028633	0.0120280554470127	0.031419397856586	0.0161847386806557	0.0678164221497327	0.0166858071596991	0.0247142350725129	0.019337369777627	0.0308916686976573
PLCH2	0.00217481426402944	0.00353824027456121	0.00151422366573958	0.00783014593916445	0.00833911473939956	0.00474330192190932	0.00287186989495771	0.00861806725988395	0.00464987051171113	0.00454596176175538
PANK4	0	0	0	0	0.0172485253285504	0.0115163538177971	0	0	0.0253942154219894	0
TNFRSF14	0.00716971368568836	0	0	0.0316749315649647	0	0	0	0.0145484924584777	0	0
TTC34	0	9.64176883164752e-05	0.000626280247151076	0.00452192959544325	0	0	0	0	0.00214174715547356	0
PRDM16-DT	0.0904666363127418	0.0673366720052826	0.00594844539200058	0	0.0405499348060931	0	0.0188675161001765	0.0156434446069132	0.0116728434977928	0
PRDM16	0.000870391826718879	0.00151224731833691	0.00101267213408011	0.00438471496891349	0.00470071791264769	0.00491218635700972	0.000837772434637981	0.00348741873591915	0.00310528229599464	0.000990654817941507
ARHGEF16	0.0021898512151188	0.0362185311899597	0.00151782667077466	0.0152488568285306	0	0.00863489892592528	0.00204889612834522	0	0	0
MEGF6	0.00544731295912628	0.0115163538177971	0.0029277179921654	0.00893457946233719	0.0109570787463684	0	0.00221081127081071	0.0112370379510148	0.00566151956152843	0.00229500965329532
TPRG1L	2.06986625999775	1.32329890931838	2.17565763156597	2.28143071108242	1.93449240757224	2.2499562189581	2.05812528808174	1.20617004362364	1.75241779472069	1.90801906161567
WRAP73	0.335578592339521	0.315868081967611	0.473466071577357	0.594356539517556	0.615456407893476	0.564624889486027	0.452735961441874	0.478955524019442	0.572053694278231	0.419268667006503
TP73	0.00206146980030649	0.00711492348368644	0.00262476212670334	0.00562820580903743	0.00637276604028177	0.0103598840475329	0.00458181341919666	0.0052244451788842	0.0021345781695368	0.00433668380021295
TP73-AS1	0.628470310026399	0.702971094289515	0.777272804472134	0.94243505720144	0.621080576746178	0.522045126129382	0.539018903467028	0.542375126186398	0.673282890018233	0.547849995152091
CCDC27	0.00533499009681677	0.0118170284987071	0.00906881847463626	0.0157945188927501	0.0182177601312584	0.0371834185691675	0.0598589370823717	0.0120021298327122	0.0155176566075076	0.0160456750665133
SMIM1	0.0586635194923609	0.270154360883221	0	0	0	0	0.02765014869302	0	0.0276594814743349	0
LRRC47	0.902615808829739	0.734021522313901	1.00787797593784	0.691957080107338	0.843698145919589	0.832547451808539	0.686120703054992	0.77663511733965	0.917025885060896	0.658981748983732
RN7SL574P	1.59475771484296	1.76075943389852	1.60710999818595	1.94398403015558	2.27286007190556	1.82093290360941	1.65840325390567	1.60039746297769	1.07327098981158	1.4788327502162
CEP104	1.21512054528427	1.28685896014098	1.10751384629253	0.955732735017239	0.656283815236415	0.596888416065283	0.637547434405872	0.76488680421107	0.855058640456899	0.80518940673224
DFFB	0.519884101286435	0.561620788462428	0.508810812180596	0.503772764139106	0.634650433198954	0.487843065158318	0.53251073641976	0.475654602432508	0.703460745598881	0.621514104830009
C1orf174	4.51154403348134	4.5517439894549	4.66754486894984	4.81895562312155	4.68539996864698	4.89066009450872	4.25885140649772	4.37407035154592	4.76664895870624	4.85966304085381
LINC01134	0.0370932748328334	0.0146548839588479	0.0626045031203199	0.090689737453748	0.0112370379510148	0.0642544418189463	0.179716283654672	0.0591541551735299	0.0490589707783295	0.0808063729554198
LINC01346	0.00436606348176888	0.0030736810069153	0.0073935918888077	0	0.0201120799476642	0	0.0102424681375969	0	0.0073870267461474	0.00591696457329631
LINC02780	0.00769880424129633	0	0.00399992892196159	0	0	0	0.00806184727158251	0	0	0
EEF1DP6	0.490213679357154	0.261459149655651	0.381004355146289	0	0	0	0.554799985661514	0	0.194959366431025	0
LINC01646	0.0136466320984933	0.00180870039812294	0	0	0	0.0347250648084059	0.0330199319468477	0.0177047164138933	0	0.00768189007672664
AJAP1	0.00477666615566834	0.00423685368862404	0.000471247333939447	0.00609572462064565	0.0071072481309412	0	0.00799687818909874	0.00495397661680756	0.00240556863910223	0.00163404524241077
NPHP4	0.0226658530622693	0.0159839422293943	0.0167101811650367	0.0357960550543245	0.0556415848846985	0.0390987425624533	0.013456759697835	0.0362750661442684	0.0305738920446709	0.0178740147328717
KCNAB2	0.572676957847231	0.510494509910175	0.578178072877368	0.694313631898611	0.596514923285254	0.603110759225504	0.526633859661477	0.815807972596226	0.50461906253873	0.647564563218046
CHD5	0.00505917848468216	0.00775660339339442	0.00153907512098326	0.0118170284987071	0.00462288885727919	0.00677048932736581	0.0061931000786004	0.00544915909171052	0.00590003769837051	0.00151069201787448
RPL22	1.28811506106614	1.15022089687716	1.26750795479088	1.4329504186672	1.1607846745703	1.40315901252401	1.31527466707317	1.12842573557023	0.966567631902654	0.988582894492258
RNF207-AS1	0	0.0951226328857398	0	0	0	0	0	0	0	0.0769004845048611
RNF207	0.0331748953952265	0.0442655048241674	0.00684694967138898	0.089109679587493	0.0256640075412933	0.0749330905253632	0.0283873806702259	0.023325712865321	0.0657627937602377	0.0288467296404275
ICMT	0.707859710549549	0.750613151838289	0.733198142597618	0.701143712893756	0.716453859461322	0.536595745630533	0.665960599130976	0.591605958736101	0.654172654321796	0.621194732842797
LINC00337	0.0376695781121007	0.115580171124893	0.0583806307294119	0.140083265298777	0.121422594533193	0.270813437380023	0	0.179254493993916	0.0518032479373713	0.0469808870040767
GPR153	0.176928055645461	0.165618007975083	0.414556575460084	0.359280261972107	0.239779894577761	0.406782304240465	0.19550249352167	0.102677888377578	0.23036128966848	0.124699497796737
ACOT7	0.0771910939380616	0.0504227128316818	0.0880630035583705	0.0909707185805217	0.153800137791612	0.098308018226899	0.0697915202704941	0.0900403807306463	0.130352380689205	0.0900114135311616
HES2	0.0277265500160997	0.0777464265039531	0.0149590464383238	0.0266750637337059	0.0231200237785438	0.0475695439642588	0.0297375004546782	0.0208387907323544	0.00866542384568811	0.036357945653754
ESPN	0.00768833323641688	0.0362750661442684	0	0.0162411925384493	0.00687544768637889	0.00699774087074874	0.00315693429046758	0	0	0.0113273982662667
TNFRSF25	0.149856033821505	0.419001593782987	0.164571166573238	2.15400509933084	1.93248817484631	2.33662716427167	0.352869748667263	2.25749275225198	1.79036564105505	2.13445330587112
PLEKHG5	0.00218670189755184	0.0124790203593325	0.00151625654020465	0	0.00560194586335957	0	0.00204612551421382	0	0	0
NOL9	3.56672725969874	3.20031657439912	3.25423996141038	2.77649597116535	4.06841883945318	3.29522083152005	3.34782392569916	2.91393232318502	3.3934567969381	2.91548436281458
RNU6-731P	2.32087572409745	0.734545023865295	2.44326755358839	1.82445268371839	1.34134159984722	2.94852830206228	0.851786457095745	2.10505580187793	0.984342829617131	1.37548658245903
TAS1R1	0.00553241292431568	0.0153334554514614	0.00655671100370145	0	0.00875543729259065	0.057163816743479	0.012956171003762	0.0165582279157201	0	0.0133873840667961
ZBTB48	0.891272674750143	0.914236275148838	1.20949922351616	1.19376657198672	1.2755723700632	1.20553902724936	1.26328992474922	1.32646155955392	1.38212511622304	1.23345616874437
KLHL21	0.374553271329674	0.373471441580669	0.401119320592238	0.479557620890763	0.315705233268584	0.555943538227043	0.349750079786426	0.296737791724475	0.40467361136803	0.301315692788235
PHF13	0.303200409894609	0.364873885303533	0.165078151018093	0.274767334363577	0.271353345305593	0.378029989971523	0.300533595518222	0.307649503489724	0.23945493621113	0.190339202388731
THAP3	1.04833330008379	1.39029507220398	1.20553902724936	1.28133952871885	1.38954304826546	1.28133952871885	1.1781133739215	1.22631795476944	1.43832110557353	0.906811819203686
DNAJC11	0.747203533303373	0.578910260231221	0.660577074124767	0.711899413951767	0.606279356963808	0.602277518841805	0.551965146604292	0.565979823983878	0.667864853960839	0.629274657130946
LINC01672	0	0	0.0654865746116805	0.0294922337248166	0	0.0736339108606834	0.0349373925692693	0.0228888243070136	0.0179391017142245	0.0284042109269689
CAMTA1-DT	0	0.304336727309041	0.0752223421385754	0	0.103568005565646	0.126097699511143	0	0.257143732730638	0.154806394735435	0.0761042105771179
CAMTA1	0.0563153483073122	0.0220894793969287	0.0305925274287357	0.0682150691014026	0.0500215530946977	0.0782770675029355	0.0310833002565619	0.0515682493239506	0.0444994242878225	0.0372341455845852
VAMP3	2.4442487906517	2.47006007110471	2.91602225686315	2.63429258937121	2.38165968938144	3.01740675625612	2.87452587990049	2.4226203720824	2.64174197296435	2.84280374254986
PER3	0.132452827733608	0.0898061310144107	0.100915487158173	0.106912543470335	0.17209924060435	0.16605316262787	0.41191877097988	0.223512524140952	0.221941023254755	0.0739546752377701
UTS2	2.93364533018973	0.897413839321179	1.78210043090206	0.889761471296289	1.3443383406698	0.874583580024159	0.78494589070918	1.28811506106614	0.534595026222188	0.808179399776655
TNFRSF9	0.349452553119377	0.284456118119455	0.99024539580973	1.05514037903676	0.329328122063827	0.345672698260021	0.408788808493016	0.37733295552284	0.364107454023667	0.243476317674444
PARK7	3.688931332626	3.47030684459129	3.37899726820756	3.72012440278423	3.53845927720658	3.07008101617317	3.84292637746462	3.4331809416032	3.51560800326948	3.523393921127
Y_RNA	9.59595920646907	10.4445234468814	9.84207036878467	9.75568299433441	9.99198178058454	10.3052547733482	9.43559398188155	10.1519744560932	9.69532194602238	9.91197406835426
ERRFI1	0.0656793216284117	0.0838654524057588	0.0642888006965877	0.132933761005561	0.0296412155773244	0.189357255781359	0.0866184489220107	0.114052897460194	0.117585080732936	0.123949186537154
SLC45A1	0.00509028003407064	0.00865851469278696	0.0112412922216011	0.0435698221672224	0.0299218509061848	0.0448246856464281	0.0618787144679795	0	0.0304132061528701	0.0262450995524964
RERE	0.029451181885966	0.0220420980558433	0.0423811044542351	0.061273224921438	0.0604396016220117	0.0683187004447413	0.0242534262383591	0.0575593159372665	0.0334479107530284	0.0345269621708545
RERE-AS1	0.136077678198307	0.00487536026252248	0.0759157398439757	0.1198929755322	0.0542323445100496	0.0855016279719471	0.0365425725136764	0.0579551277337089	0.089966562711022	0.0357960550543245
RPL7P11	1.09844273864009	0.294696402951455	0.611990831517625	1.05293764840537	0.768056263949733	1.60465585917633	1.33010724001242	1.28781737864624	0.216414383060397	0.6889519914867
RPL7P7	0.974051791463866	2.22908775119284	0	1.00100172077128	1.09260422694013	0.164393820328254	0	1.38123452635547	0.757223823654121	0.477771783198636
RPL23AP19	0.685976406114135	0	0.554949829064247	0	0.412245624613073	0.704660272859776	0.291661512655156	0.2262233670928	0.196147755890568	0.197268589490222
ENO1	5.97578972494669	6.61585149350071	5.72595195354066	5.74792171840666	6.04665862802246	5.3705261139006	5.88647990385999	5.7372401052672	6.17855317529854	5.89414967469343
ENO1-AS1	0.278016591276933	0.0823417790100997	0.207638449487054	0.427722116408818	0.166618538194536	0.607079965668372	0.302018541547967	0	0	0.0695398636032653
HMGN2P17	1.33082879981259	1.35086092768925	1.482113827435	1.52372507176215	0.996201393154045	1.14619174114401	0.877259855527992	0.975246882439519	1.01567706078129	0.827937603546039
CA6	0.0102033948564052	0	0.00312632148694457	0.00928174015590834	0.0203595342530716	0	0.00183154504790701	0	0.00435250392593483	0.0113411322800076
SLC2A5	0.0212634862862258	0.00841128179128788	0.0035429266658941	0.0098286715059249	0	0	0.0187165774111178	0.00455334583666678	0.00799506801925175	0.00651401431811035
GPR157	0.12543520080126	0.0999342412578452	0.0224767591880956	0.202076197018581	0.098881438509023	0.0733156759551336	0.0754184119114615	0.074632031344312	0.115909846351356	0.0491021750621328
MIR34AHG	0.0640202165569893	0.0382725764487474	0.0327098780158669	0.0488726694370148	0.0616546647458678	0.0183243155424956	0.0141641963954773	0.0295886640002134	0.0121567600213858	0.031200354654797
LNCTAM34A	0.0670890954652233	0.0243928846852393	0.0226771712303015	0	0	0.0138861324391021	0.0325598479505413	0.0185224073575492	0	0
H6PD	0.863560945055975	0.940954258332154	0.854722800064841	0.942557653349257	1.61754123343776	0.999795885718568	0.775915043882675	1.64093993398161	1.21184691420946	1.50741976188684
SPSB1	0.0107445372914743	0.00157629672218538	0.00295650384223862	0.0138495842441817	0.00853068284762673	0.00685671350042099	0.00066925786608898	0.0174209829600005	0.00960475551346783	0
LINC02606	0.00949745787179318	0.00697614105378992	0.00703163652144228	0	0.0118054579308782	0.0129998622935052	0.0367499100331564	0.0424977324789188	0.0185728520002409	0.0204103777957973
SLC25A33	0.161180796588348	0.0843551092136769	0.166902795452816	0.144246996722566	0.168439029843303	0.309945837161408	0.0827672901487339	0.130332955174187	0.0882219716303823	0.103449664163442
TMEM201	0.0116662882123973	0.0338410541223265	0.0440769167981868	0.0762216096077801	0.0378200613367471	0.0792725099946573	0.0322131160666164	0.0422211919454109	0.0216086092929005	0.0319930140526438
PIK3CD	1.12633704167918	1.44832310096009	1.24562959067869	1.26886236693428	1.35843112437295	1.07092787215854	1.11368908842589	1.25294593791754	1.4099950732546	1.29939461247295
PIK3CD-AS1	1.47239902085958	2.09086571675701	1.14818448357928	1.57603398390474	1.29038643386466	1.17350795441572	1.07235127895694	1.26818152298342	1.6650691388079	0.950121714976875
PIK3CD-AS2	0.0560580970511347	0.0338776632230467	0.0546668751180821	0.0678164221497327	0.0974929417201125	0.112595960362748	0.0597861425947992	0.0649880923120877	0.142059488630593	0.0904666363127418
CLSTN1	0.34385600732359	0.284762002413444	0.276652646207186	0.260686437121928	0.31319328597803	0.280172515137821	0.246757604668938	0.265806922700952	0.287941844407723	0.324943281142755
MZT1P1	0.445095649255442	0	0.343134468250773	0.238226969998651	0	0	0	0.649980452040475	0	0.331660170315428
CTNNBIP1	0.100038901064949	0.143764987716714	0.0863001331766476	0.170099118892929	0.24408864970294	0.140411251181539	0.0549080419949015	0.174826930295715	0.180033633476856	0.163610949696608
LZIC	1.96321420770604	1.82957228719429	1.95093018689853	1.58336786656239	1.87935531473794	1.66165662839282	2.12387611678941	1.89635790545439	1.86785723393066	2.10822347119783
NMNAT1	0.346219379718037	0.618750520549799	0.448683182818541	0.40827805228496	0.471078311200415	0.259273854168942	0.747203533303373	0.425540962935074	0.473466071577357	0.536312032941195
RN7SKP269	0.306470748112492	0.552987553097268	0.434786669031902	0.742642760556076	0	0.971771008388493	0	0.256630288852548	0	0.22487499058996
TMEM274P	0.0346325217842278	0.00494504445013244	0.0182343815821925	0.0185728520002409	0.0158037142648209	0	0	0	0.0102940587559134	0.00833911473939956
RBP7	0	0.0128150984658392	0.0391327395513251	0	0.0719624525063811	0	0.0532482502420235	0.0205071841986622	0.0367018382030428	0.1071967852439
UBE4B	0.245448878818904	0.331321356212788	0.332203511681911	0.282565203752192	0.353822988684777	0.430131418050302	0.193812623169883	0.381028531350493	0.276974350674014	0.319195200432892
