Target id	Target name	P-value	FDR_BH	herb
HBTAR000949	CYP1A2	0.000726739988176331	0.00667726605327334	乌梅
HBTAR000351	BAX	1.6949514592513e-06	0.000117216910244964	乌梅
HBTAR000360	BCL2	5.6608265906174e-12	3.07092302923145e-09	乌梅
HBTAR000522	CASP8	1.94807190644553e-05	0.000753000643538215	乌梅
HBTAR000523	CASP9	1.89424577895424e-08	3.41387398680441e-06	乌梅
HBTAR002166	JUN	1.15077544116324e-08	2.25052012917902e-06	乌梅
HBTAR002406	MAP2	0.000409450386736356	0.00517358260604106	乌梅
HBTAR003098	PON1	1.16001089902033e-05	0.000510533527576897	乌梅
HBTAR003177	PRKCA	0.000412050203082471	0.0052032041279911	乌梅
HBTAR004072	TGFB1	1.67575536585274e-06	0.000116185876333426	乌梅
HBTAR002060	CXCL8	1.21517343046583e-07	1.49518320098633e-05	乌梅
HBTAR003110	PPARA	4.33615804247548e-06	0.000242151915157331	乌梅
HBTAR003423	RBP2	0.000885293316764491	0.00734812432079567	乌梅
HBTAR000137	ALDH1A1	0.00139160648144255	0.00879789713859483	乌梅
HBTAR000139	ALDH3A1	0.0015353124910602	0.00924050532603836	乌梅
HBTAR000141	ALDH1A3	0.00139160648144255	0.00879789713859483	乌梅
HBTAR000142	ALDH3B2	0.00100151814269448	0.00770948074590383	乌梅
HBTAR000143	ALDH9A1	0.00184301049789178	0.00987846846057582	乌梅
HBTAR000396	BMP6	0.000209584053682146	0.00366703475192144	乌梅
HBTAR000932	CTSL	0.00033561251325078	0.00470245690263022	乌梅
HBTAR001013	AKR1C1	6.76757074463106e-05	0.00182481993275002	乌梅
HBTAR001267	ERCC2	0.000578574957596898	0.00614798208060021	乌梅
HBTAR001846	HMGCR	6.0696199838519e-07	5.2983591664877e-05	乌梅
HBTAR002300	LDHA	0.000885293316764491	0.00734812432079567	乌梅
HBTAR002301	LDHB	0.000490451045224116	0.00561149334767233	乌梅
HBTAR002302	LDHC	0.000409450386736356	0.00517358260604106	乌梅
HBTAR002716	SNU13	0.00033561251325078	0.00470245690263022	乌梅
HBTAR002844	FURIN	0.00033561251325078	0.00470245690263022	乌梅
HBTAR002890	PCSK1	0.000268977117353971	0.0042121916080774	乌梅
HBTAR002891	PCSK5	0.000490451045224116	0.00561149334767233	乌梅
HBTAR002892	PCSK2	0.000268977117353971	0.0042121916080774	乌梅
HBTAR003029	PLAU	0.000112203977518251	0.00253568268949067	乌梅
HBTAR003148	PPP3CA	9.14170006187997e-06	0.000427824295411926	乌梅
HBTAR003214	PRODH	0.00033561251325078	0.00470245690263022	乌梅
HBTAR003282	PTEN	4.24162679407356e-06	0.000238338939008915	乌梅
HBTAR003377	RAD51	1.36071222895823e-05	0.000577935693868007	乌梅
HBTAR003378	RAD51C	0.000578574957596898	0.00614798208060021	乌梅
HBTAR003379	RAD51B	2.43553376673712e-06	0.000155922582048356	乌梅
HBTAR003381	RAD51D	0.000268977117353971	0.0042121916080774	乌梅
HBTAR003453	RGS1	0.000409450386736356	0.00517358260604106	乌梅
HBTAR003501	RPL4	4.52379183613688e-05	0.00136540868956285	乌梅
HBTAR003505	RPL7A	0.000112685155301356	0.00254396267225173	乌梅
HBTAR003556	RPS12	0.000112685155301356	0.00254396267225173	乌梅
HBTAR003614	SAT1	0.00168579314584762	0.00952911456746726	乌梅
HBTAR003676	SELE	1.48385306108023e-07	1.74703758666689e-05	乌梅
HBTAR004074	TGFB2	0.000578574957596898	0.00614798208060021	乌梅
HBTAR004322	TRPV1	0.000137490879421878	0.00286874281984779	乌梅
HBTAR004366	XRCC3	9.14170006187997e-06	0.000427824295411926	乌梅
HBTAR004518	ALDH5A1	0.00125471322068018	0.00841604550664913	乌梅
HBTAR004786	AKR1C3	4.94394916409016e-05	0.00146194761417088	乌梅
HBTAR004796	ALDH4A1	0.00125471322068018	0.00841604550664913	乌梅
HBTAR004824	MBTPS1	0.000209584053682146	0.00366703475192144	乌梅
HBTAR004912	ALDH1A2	0.000409450386736356	0.00517358260604106	乌梅
HBTAR005071	PCSK7	0.000776035223408181	0.00696474952454403	乌梅
HBTAR005903	RPP38	0.000112685155301356	0.00254396267225173	乌梅
HBTAR005934	PAICS	0.000409450386736356	0.00517358260604106	乌梅
HBTAR006049	ALDH1L1	0.000490451045224116	0.00561149334767233	乌梅
HBTAR006103	PRDX3	0.000209584053682146	0.00366703475192144	乌梅
HBTAR006216	DMC1	2.43553376673712e-06	0.000155922582048356	乌梅
HBTAR006873	TXN2	0.000776035223408181	0.00696474952454403	乌梅
HBTAR007413	RRM2B	0.00100151814269448	0.00770948074590383	乌梅
HBTAR007463	CLEC4A	0.000578574957596898	0.00614798208060021	乌梅
HBTAR007511	MRPL4	0.00033561251325078	0.00470245690263022	乌梅
HBTAR007649	RSRC1	0.000157473339503309	0.00310470950310116	乌梅
HBTAR007993	PCSK4	0.000209584053682146	0.00366703475192144	乌梅
HBTAR008114	OXSM	0.000409450386736356	0.00517358260604106	乌梅
HBTAR008375	NHP2	0.000268977117353971	0.0042121916080774	乌梅
HBTAR008694	AKR1B10	0.00134612574432006	0.00858228247035877	乌梅
HBTAR008999	PRODH2	0.000209584053682146	0.00366703475192144	乌梅
HBTAR009205	ALDH8A1	0.000673782753628673	0.00650945237281565	乌梅
HBTAR010181	RSPO3	0.000209584053682146	0.00366703475192144	乌梅
HBTAR010443	LDHAL6B	7.52598453621184e-05	0.00197675677610787	乌梅
HBTAR010834	ALDH16A1	0.000490451045224116	0.00561149334767233	乌梅
HBTAR010851	IFFO2	0.00033561251325078	0.00470245690263022	乌梅
HBTAR011355	LDHAL6A	7.52598453621184e-05	0.00197675677610787	乌梅
HBTAR011360	ALDH1L2	0.000409450386736356	0.00517358260604106	乌梅
HBTAR011774	PCSK9	0.0015353124910602	0.00924050532603836	乌梅
HBTAR011916	RSPO1	0.000209584053682146	0.00366703475192144	乌梅
HBTAR012068	RSPO4	0.000209584053682146	0.00366703475192144	乌梅
HBTAR003770	SLC7A1	0.000209584053682146	0.00366703475192144	乌梅
HBTAR007601	GLTP	0.00168579314584762	0.00952911456746726	乌梅
HBTAR000124	AHR	0.00028647259883904	0.00435265287120361	乌梅
HBTAR000427	BUB1	0.000490451045224116	0.00561149334767233	乌梅
HBTAR000578	CD86	0.00184301049789178	0.00987846846057582	乌梅
HBTAR000950	CYP1B1	1.70833083075648e-06	0.000118074775051058	乌梅
HBTAR001142	E2F2	0.000490451045224116	0.00561149334767233	乌梅
HBTAR001810	HIF1A	6.76757074463106e-05	0.00182481993275002	乌梅
HBTAR002042	IL1B	0.000379425592905899	0.00503119164137711	乌梅
HBTAR002389	MAFG	0.00100151814269448	0.00770948074590383	乌梅
HBTAR003522	RPL27A	0.000209584053682146	0.00366703475192144	乌梅
HBTAR003926	STAT1	5.20011202477774e-06	0.000278886634323016	乌梅
HBTAR008660	ARNTL2	5.76952717380696e-06	0.000303442416335868	乌梅
HBTAR009027	ALOXE3	4.52852386837199e-05	0.00136546864111743	乌梅
HBTAR011063	SRXN1	0.0015353124910602	0.00924050532603836	乌梅
HBTAR000130	AKT1	5.62615320013075e-05	0.00161561936068724	乌梅
HBTAR000207	BIRC5	0.00090478225865713	0.00740605641295166	乌梅
HBTAR000644	CDKN2A	0.000157473339503309	0.00310470950310116	乌梅
HBTAR001263	ERBB2	0.000149320617899091	0.00302020235793562	乌梅
HBTAR001976	ICAM1	2.48069153210924e-07	2.61395021553036e-05	乌梅
HBTAR002512	MMP9	7.02416777588175e-05	0.00187668289099591	乌梅
HBTAR002738	NOS3	0.000245563552320568	0.00394078405595435	乌梅
HBTAR002887	PCOLCE	0.000490451045224116	0.00561149334767233	乌梅
HBTAR003080	POLD1	3.05726449753734e-06	0.000186624400566863	乌梅
HBTAR003112	PPARG	2.32093410180597e-06	0.000150542854333152	乌梅
HBTAR003382	RAF1	5.1088609415052e-05	0.00150146193044867	乌梅
HBTAR003936	SULT1E1	0.000578574957596898	0.00614798208060021	乌梅
HBTAR004304	VCAM1	0.000724181534949272	0.00667726605327334	乌梅
HBTAR004310	VEGFA	7.02416777588175e-05	0.00187668289099591	乌梅
HBTAR004450	VEZF1	8.29019788575062e-06	0.000396948603271494	乌梅
HBTAR005073	EBAG9	1.28658828002041e-07	1.56566905883608e-05	乌梅
HBTAR005931	AHSA1	0.000149320617899091	0.00302020235793562	乌梅
HBTAR006254	CHEK2	2.63993900749204e-05	0.000929677525490189	乌梅
HBTAR006951	LRP10	0.000268977117353971	0.0042121916080774	乌梅
HBTAR008627	TCEAL7	2.41732035961308e-06	0.000155076968144245	乌梅
HBTAR010169	ADTRP	0.000578574957596898	0.00614798208060021	乌梅
HBTAR011986	Egfros	0.000157473339503309	0.00310470950310116	乌梅
HBTAR012387	Ccpg1os	6.41119170556872e-05	0.00175516738367603	乌梅
HBTAR012539	CCR12P	0.000578574957596898	0.00614798208060021	乌梅
HBTAR012553	Api5-ps	1.91585622946888e-09	4.97115871519288e-07	乌梅
HBTAR012602	Mapk6-ps1	1.65066628589604e-06	0.0001148994937914	乌梅
HBTAR007707	ISYNA1	0.0011246709687922	0.00806226910409184	乌梅
HBTAR000821	COX10	0.000490451045224116	0.00561149334767233	乌梅
HBTAR001051	DIO1	0.000673782753628673	0.00650945237281565	乌梅
HBTAR001720	GSTM2	0.000578574957596898	0.00614798208060021	乌梅
HBTAR001775	HAS2	0.000673782753628673	0.00650945237281565	乌梅
HBTAR002507	MMP1	0.00115628358603619	0.00812030620889934	乌梅
HBTAR003265	PSMD3	0.00168579314584762	0.00952911456746726	乌梅
HBTAR012399	Akr1c12	7.52598453621184e-05	0.00197675677610787	乌梅
HBTAR012516	Idd6.3	7.52598453621184e-05	0.00197675677610787	乌梅
HBTAR012599	Gssos2	1.93118277444256e-05	0.000748161057635636	乌梅
HBTAR007419	DUOX2	3.05059431860367e-05	0.00103053287285498	乌梅
HBTAR003848	SOAT1	0.000157473339503309	0.00310470950310116	乌梅
HBTAR012208	LIPT2	7.52598453621184e-05	0.00197675677610787	乌梅
HBTAR001503	GAP43	0.000268977117353971	0.0042121916080774	乌梅
HBTAR012518	Ciaaq1	0.000268977117353971	0.0042121916080774	乌梅
HBTAR012004	ENPP7	4.52379183613688e-05	0.00136540868956285	乌梅
HBTAR002504	NR3C2	1.56085098871643e-14	1.32000344771231e-11	灵芝
HBTAR002971	PGR	0.000580260670351557	0.00616250919275043	灵芝
HBTAR000029	ASIC2	0.00109779201315875	0.00799831419817159	灵芝
HBTAR000030	ASIC1	0.00145663171152829	0.00890333619240342	灵芝
HBTAR000060	ADAR	5.35630095399207e-05	0.00155663674677815	灵芝
HBTAR000061	ADARB1	0.00145663171152829	0.00890333619240342	灵芝
HBTAR000062	ADARB2	5.35630095399207e-05	0.00155663674677815	灵芝
HBTAR000086	ADORA2A	0.00120207633817651	0.00824172134479572	灵芝
HBTAR000087	ADORA2B	0.000672052372466884	0.00649531670241408	灵芝
HBTAR000123	AHCY	0.000787956679576892	0.00700457521428058	灵芝
HBTAR000161	AMBP	0.000159908245753722	0.00310470950310116	灵芝
HBTAR000357	BCKDHA	0.000318263438218752	0.00458040361499738	灵芝
HBTAR001526	GCG	0.00113222961001112	0.00806226910409184	灵芝
HBTAR001562	GIPR	0.00186374484726109	0.00993760674916049	灵芝
HBTAR001789	HCRT	0.00047070584517879	0.00558134060188231	灵芝
HBTAR001865	HNRNPD	0.00186374484726109	0.00993760674916049	灵芝
HBTAR002034	JCHAIN	0.000159908245753722	0.00310470950310116	灵芝
HBTAR002055	IL6	2.38668181461642e-05	0.000862403588078907	灵芝
HBTAR002214	KCNN4	0.00145663171152829	0.00890333619240342	灵芝
HBTAR002828	OXT	0.00111621618867663	0.00806226910409184	灵芝
HBTAR002834	P2RY1	0.00047070584517879	0.00558134060188231	灵芝
HBTAR002838	P2RY11	0.000527864746689879	0.00584647857271144	灵芝
HBTAR003286	PTGER2	4.16713371560845e-07	3.95415387807957e-05	灵芝
HBTAR003288	PTGER4	0.000146799339908419	0.00298077853870551	灵芝
HBTAR003289	PTGFR	0.00168563119085114	0.00952911456746726	灵芝
HBTAR003436	REN	0.00017200208969902	0.00324892165390222	灵芝
HBTAR003634	SCNN1B	0.00186374484726109	0.00993760674916049	灵芝
HBTAR003635	SCNN1D	0.00109779201315875	0.00799831419817159	灵芝
HBTAR003636	SCNN1G	0.00186374484726109	0.00993760674916049	灵芝
HBTAR003759	SLC5A5	0.000245952062215537	0.00394387656902718	灵芝
HBTAR004140	TNF	9.4667952203522e-05	0.00225725040619849	灵芝
HBTAR004926	SPHK1	0.00145663171152829	0.00890333619240342	灵芝
HBTAR004932	SLC5A6	3.86147551206264e-06	0.00022275883164878	灵芝
HBTAR005165	GLP2R	0.00186374484726109	0.00993760674916049	灵芝
HBTAR005800	ATP8A1	0.000318263438218752	0.00458040361499738	灵芝
HBTAR006076	PPARGC1A	1.97477969337812e-05	0.000760427243543401	灵芝
HBTAR006457	WDTC1	0.00109779201315875	0.00799831419817159	灵芝
HBTAR007801	GHRL	0.000527864746689879	0.00584647857271144	灵芝
HBTAR007817	ASIC5	0.00109779201315875	0.00799831419817159	灵芝
HBTAR007822	ADA2	0.000787956679576892	0.00700457521428058	灵芝
HBTAR008314	ASIC4	0.00109779201315875	0.00799831419817159	灵芝
HBTAR009040	SLC5A7	7.68088091585196e-06	0.000376408123206769	灵芝
HBTAR011354	SLC5A12	3.90391433019967e-07	3.74828504409541e-05	灵芝
HBTAR011362	SLC5A8	3.86147551206264e-06	0.00022275883164878	灵芝
HBTAR011373	ADAL	0.00145663171152829	0.00890333619240342	灵芝
HBTAR008317	DHTKD1	0.000127134649985889	0.00270100410293167	灵芝
HBTAR003641	CCL2	0.000630469049755763	0.0063621910026508	灵芝
HBTAR005553	CLEC2B	0.00186374484726109	0.00993760674916049	灵芝
HBTAR006690	SLC44A1	0.000527864746689879	0.00584647857271144	灵芝
HBTAR000123	AHCY	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR000551	CCNC	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR000579	TNFRSF8	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR000580	TNFSF8	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR000719	CIDEA	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR000833	CLDN7	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR001032	DEFB1	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR001622	GOLGA4	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR001995	SP110	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR002044	IL1RN	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR002073	IL13RA2	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR002078	IL17A	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR002255	KRT1	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR002258	KRT6A	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR002321	LIG3	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR002452	MEFV	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR002456	MAP3K3	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR002668	NDUFB8	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR002727	NME2	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR002790	NR4A2	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR002822	OSM	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR003443	RFC2	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR003449	RFPL1	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR003450	RFX3	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR003640	CCL1	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR003686	SFPQ	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR003903	SRP68	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR003910	SSBP1	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR004062	TFDP1	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR004063	TFDP2	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR004247	UBE2E1	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR004266	SCGB1A1	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR004305	VCL	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR004311	VEGFB	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR004367	XRCC4	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR004368	XRCC5	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR004736	PIAS1	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR004843	TNFSF9	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR004878	IL18R1	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR004969	USP13	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR004978	TNFSF18	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR004994	CCRL2	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR005298	MINPP1	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR005599	ABCB6	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR005631	TRIM10	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR005651	AKAP9	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR005754	ZNF267	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR005829	N4BP2L2	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR006004	RFPL3	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR006005	RFPL2	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR006077	MALT1	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR006120	ERP29	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR006178	TRIM31	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR006287	SP140	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR007144	AFF4	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR007150	CIDEB	0.00184606594738251	0.00987846846057582	蝉蜕
HBTAR007306	CARD10	0.0015825349832548	0.00927613123856371	蝉蜕
HBTAR007547	TRIM17	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR007718	GTSE1	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR007847	TRIM34	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR007885	SOX18	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR007946	RNF186	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR008170	TRIM68	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR008712	TRIM49	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR008800	AS3MT	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR008884	PREX1	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR009395	TRIM48	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR009744	RNF39	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR009807	TRIM11	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR009842	TRIM7	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR010045	RNF135	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR010103	FAXC	0.000527768746953805	0.00584638522816627	蝉蜕
HBTAR010156	TRIM51	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR010176	RIOX2	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR010290	TRIM4	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR010292	WNT3A	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR010302	TRIM15	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR010364	TRIM41	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR010592	ERMAP	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR010784	FSD2	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR010907	TRIM43	0.00131893979549652	0.00854136959902166	蝉蜕
HBTAR010987	TRIM40	0.00105528036976068	0.0078944361380709	蝉蜕
HBTAR011442	TRIM60	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR011835	TRIM49B	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR011875	NHLRC4	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012024	TRIML1	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012062	RFPL4A	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012172	TRIM73	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012183	TRIM74	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012277	TRIM61	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012365	RFPL4B	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012367	TRIM6-TRIM34	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012373	TRIM72	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012405	TRIM64B	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012407	TRIM49C	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012430	TRIM64C	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR012493	RFPL4AL1	0.000791556691697382	0.00700457521428058	蝉蜕
HBTAR010534	Csn	0.000263916521174226	0.00414603968593924	蝉蜕
HBTAR000634	CDK2	0.000789854214130926	0.00700457521428058	防风
HBTAR002737	NOS2	8.25879307127047e-06	0.000395796998174986	防风
HBTAR003294	PTGS1	1.66174978377994e-15	1.58701106029805e-12	防风
HBTAR003295	PTGS2	5.22997178704115e-27	1.85016758738992e-23	防风
HBTAR010984	PM20D2	6.1484942786112e-35	3.79752173594544e-31	防风
HBTAR001679	GRIA2	0.000199513248435974	0.0035749688736778	防风
HBTAR003761	SLC6A2	8.16438638432337e-21	1.58148571773703e-17	防风
HBTAR010493	ACP4	7.84928117723725e-37	5.6870608240238e-33	防风
HBTAR010938	RTP1	3.8245644101166e-41	4.0025872596175e-37	防风
HBTAR000699	CHRM1	1.39290471834212e-18	2.09078327875865e-15	防风
HBTAR000100	ADRB3	6.58679942269644e-16	6.62450599107555e-13	防风
HBTAR003583	RXRA	1.16863736405997e-11	5.91790735713901e-09	防风
HBTAR003762	SLC6A3	0.00154280470826347	0.00924050532603836	防风
HBTAR002971	PGR	7.36498230082411e-05	0.00194764416137544	防风
HBTAR000099	ADRB2	7.02342298660939e-05	0.00187668289099591	防风
HBTAR003223	PRSS1	0.00101116166236504	0.00774860288241684	防风
HBTAR003629	SCN5A	7.97782847794323e-05	0.00201035474067317	防风
HBTAR004596	F8A1	9.50661811463393e-06	0.000440464132475176	防风
HBTAR012560	Ppp1r18os	1.15822372829451e-07	1.43589633827264e-05	防风
HBTAR001277	ESR1	4.96021957632036e-06	0.000268466807486817	防风
HBTAR011854	KSR2	3.88962825238006e-10	1.2720873884392e-07	防风
HBTAR012607	Topbp1-ps1	0.000115089933406756	0.00258639654282906	防风
HBTAR002403	MAOB	5.65906999680796e-09	1.25824386827228e-06	防风
HBTAR002826	OXA1L	5.05735939851376e-11	2.18508664553423e-08	防风
HBTAR008317	DHTKD1	7.44643273588963e-23	1.80999719888746e-19	防风
HBTAR001555	GGT5	0.00156735020918352	0.00927613123856371	防风
HBTAR001590	GLUL	0.00182307828462772	0.00982080344081642	防风
